sessionID,sid,grade,dept,level,sem,enroll,iid
session2374,S31398,3.33,N,200,FA2002,20,inst278
session2479,S31359,3.33,d,200,FA2002,20,inst243
session2820,S31212,3.33,W,200,FA2002,20,inst337
session2479,S32019,2.33,d,200,FA2002,20,inst243
session2441,S31407,2.33,M,100,FA2002,20,inst261
session2541,S32442,4,m,100,FA2002,21,inst436
session2481,S32235,4,d,300,FA2002,21,inst409
session2439,S31995,4,M,100,FA2002,21,inst266
session2455,S31938,4,Y,200,FA2002,21,inst397
session2541,S31872,4,m,100,FA2002,21,inst436
session2424,S31677,4,q,300,FA2002,21,inst358
session2825,S31560,4,i,100,FA2002,21,inst209
session2499,S32448,3.67,k,100,FA2002,21,inst459
session2440,S32334,3.67,M,100,FA2002,21,inst266
session2541,S32286,3.67,m,100,FA2002,21,inst436
session2541,S32268,3.67,m,100,FA2002,21,inst436
session2440,S32205,3.67,M,100,FA2002,21,inst266
session2541,S32103,3.67,m,100,FA2002,21,inst436
session2541,S32103,3.67,m,100,FA2002,21,inst436
session2541,S32034,3.67,m,100,FA2002,21,inst436
session2440,S31959,3.67,M,100,FA2002,21,inst266
session2544,S31959,3.67,i,100,FA2002,21,inst209
session2544,S31803,3.67,i,100,FA2002,21,inst209
session2541,S31794,3.67,m,100,FA2002,21,inst436
session2541,S31794,3.67,m,100,FA2002,21,inst436
session2541,S31503,3.67,m,100,FA2002,21,inst436
session2593,S31422,3.67,O,400,FA2002,21,inst288
session2825,S31368,3.67,i,100,FA2002,21,inst209
session2404,S32433,3,q,100,FA2002,21,inst355
session2440,S32148,3,M,100,FA2002,21,inst266
session2440,S32019,3,M,100,FA2002,21,inst266
session2825,S31719,3,i,100,FA2002,21,inst209
session2525,S31572,3,D,300,FA2002,21,inst167
session2481,S31416,3,d,300,FA2002,21,inst409
session2481,S31290,3,d,300,FA2002,21,inst409
session2440,S31281,3,M,100,FA2002,21,inst266
session2825,S31278,3,i,100,FA2002,21,inst209
session2825,S32283,3.33,i,100,FA2002,21,inst209
session2541,S32085,3.33,m,100,FA2002,21,inst436
session2541,S32085,3.33,m,100,FA2002,21,inst436
session2412,S32070,3.33,q,200,FA2002,21,inst524
session2825,S32013,3.33,i,100,FA2002,21,inst209
session2825,S31749,3.33,i,100,FA2002,21,inst209
session2481,S31590,3.33,d,300,FA2002,21,inst409
session2499,S31578,3.33,k,100,FA2002,21,inst459
session2440,S31554,3.33,M,100,FA2002,21,inst266
session2440,S31515,3.33,M,100,FA2002,21,inst266
session2440,S31323,3.33,M,100,FA2002,21,inst266
session2593,S31308,3.33,O,400,FA2002,21,inst288
session2440,S32421,2,M,100,FA2002,21,inst266
session2412,S31665,2,q,200,FA2002,21,inst524
session2404,S31404,2.33,q,100,FA2002,21,inst355
session2455,S31251,2.33,Y,200,FA2002,21,inst397
session2541,S32313,,m,100,FA2002,21,inst436
session2375,S32217,,N,200,FA2002,21,inst274
session2455,S32181,,Y,200,FA2002,21,inst397
session2455,S31749,,Y,200,FA2002,21,inst397
session2375,S31413,,N,200,FA2002,21,inst274
session2403,S32472,4,q,100,FA2002,22,inst364
session2437,S32238,4,M,100,FA2002,22,inst257
session2437,S32055,4,M,100,FA2002,22,inst257
session2581,S32043,4,O,100,FA2002,22,inst300
session2437,S31971,4,M,100,FA2002,22,inst257
session2437,S31488,4,M,100,FA2002,22,inst257
session2437,S32382,3.67,M,100,FA2002,22,inst257
session2581,S32379,3.67,O,100,FA2002,22,inst300
session2581,S32322,3.67,O,100,FA2002,22,inst300
session2562,S32073,3.67,Q,300,FA2002,22,inst327
session2437,S32031,3.67,M,100,FA2002,22,inst257
session2562,S31752,3.67,Q,300,FA2002,22,inst327
session2508,S31590,3.67,k,300,FA2002,22,inst462
session2562,S31509,3.67,Q,300,FA2002,22,inst327
session2508,S31332,3.67,k,300,FA2002,22,inst462
session2437,S32343,3.33,M,100,FA2002,22,inst257
session2562,S32145,3.33,Q,300,FA2002,22,inst327
session2508,S32007,3.33,k,300,FA2002,22,inst462
session2562,S31386,3.33,Q,300,FA2002,22,inst327
session2562,S31827,,Q,300,FA2002,22,inst327
session2471,S32508,4,d,100,FA2002,23,inst242
session2436,S32388,4,M,100,FA2002,23,inst257
session2436,S32346,4,M,100,FA2002,23,inst257
session2816,S32208,4,W,100,FA2002,23,inst148
session2543,S32016,4,i,100,FA2002,23,inst439
session2500,S31989,4,k,100,FA2002,23,inst459
session2436,S31911,4,M,100,FA2002,23,inst257
session2436,S31734,4,M,100,FA2002,23,inst257
session2572,S31566,4,J,100,FA2002,23,inst220
session2500,S31560,4,k,100,FA2002,23,inst459
session2592,S31485,4,O,400,FA2002,23,inst300
session2458,S31452,4,t,200,FA2002,23,inst134
session2436,S31260,4,M,100,FA2002,23,inst257
session2500,S32487,3.67,k,100,FA2002,23,inst459
session2592,S32412,3.67,O,400,FA2002,23,inst300
session2476,S32397,3.67,d,100,FA2002,23,inst415
session2488,S32289,3.67,n,100,FA2002,23,inst170
session2436,S32274,3.67,M,100,FA2002,23,inst257
session2476,S32256,3.67,d,100,FA2002,23,inst415
session2816,S32253,3.67,W,100,FA2002,23,inst148
session2572,S32220,3.67,J,100,FA2002,23,inst220
session2592,S32166,3.67,O,400,FA2002,23,inst300
session2580,S32121,3.67,O,100,FA2002,23,inst305
session2504,S31956,3.67,k,200,FA2002,23,inst468
session2476,S31881,3.67,d,100,FA2002,23,inst415
session2580,S31821,3.67,O,100,FA2002,23,inst305
session2476,S31746,3.67,d,100,FA2002,23,inst415
session2592,S31728,3.67,O,400,FA2002,23,inst300
session2592,S31647,3.67,O,400,FA2002,23,inst300
session2504,S31425,3.67,k,200,FA2002,23,inst468
session2476,S31344,3.67,d,100,FA2002,23,inst415
session2504,S32469,3,k,200,FA2002,23,inst468
session2488,S32334,3,n,100,FA2002,23,inst170
session2543,S32322,3,i,100,FA2002,23,inst439
session2543,S32244,3,i,100,FA2002,23,inst439
session2488,S32160,3,n,100,FA2002,23,inst170
session2488,S31779,3,n,100,FA2002,23,inst170
session2500,S31662,3,k,100,FA2002,23,inst459
session2543,S31557,3,i,100,FA2002,23,inst439
session2592,S31524,3,O,400,FA2002,23,inst300
session2436,S31401,3,M,100,FA2002,23,inst257
session2436,S31329,3,M,100,FA2002,23,inst257
session2572,S31512,2.67,J,100,FA2002,23,inst220
session2592,S32313,3.33,O,400,FA2002,23,inst300
session2572,S32085,3.33,J,100,FA2002,23,inst220
session2818,S32064,3.33,k,300,FA2002,23,inst465
session2476,S31896,3.33,d,100,FA2002,23,inst415
session2504,S31860,3.33,k,200,FA2002,23,inst468
session2580,S31725,3.33,O,100,FA2002,23,inst305
session2543,S31608,3.33,i,100,FA2002,23,inst439
session2458,S31338,3.33,t,200,FA2002,23,inst134
session2580,S31335,3.33,O,100,FA2002,23,inst305
session2458,S31323,3.33,t,200,FA2002,23,inst134
session2436,S32418,2,M,100,FA2002,23,inst257
session2476,S32178,1.67,d,100,FA2002,23,inst415
session2477,S32436,2.33,d,200,FA2002,23,inst409
session2436,S32292,2.33,M,100,FA2002,23,inst257
session2476,S31764,2.33,d,100,FA2002,23,inst415
session2592,S31500,2.33,O,400,FA2002,23,inst300
session2816,S31962,,W,100,FA2002,23,inst148
session2458,S31362,,t,200,FA2002,23,inst134
session2812,S32493,4,R,300,FA2002,24,inst331
session2542,S32445,4,i,100,FA2002,24,inst439
session2501,S32391,4,k,100,FA2002,24,inst441
session2542,S31800,4,i,100,FA2002,24,inst439
session2378,S31521,4,R,200,FA2002,24,inst330
session2480,S31320,4,d,200,FA2002,24,inst415
session2812,S31311,4,R,300,FA2002,24,inst331
session2442,S31287,4,M,100,FA2002,24,inst267
session2480,S31260,4,d,200,FA2002,24,inst415
session2489,S31254,4,n,100,FA2002,24,inst500
session2378,S32151,3.67,R,200,FA2002,24,inst330
session2378,S31824,3.67,R,200,FA2002,24,inst330
session2812,S31521,3.67,R,300,FA2002,24,inst331
session2378,S32478,3,R,200,FA2002,24,inst330
session2442,S32151,3,M,100,FA2002,24,inst267
session2489,S32106,3,n,100,FA2002,24,inst500
session2502,S31899,3,k,100,FA2002,24,inst463
session2502,S31806,3,k,100,FA2002,24,inst463
session2489,S31242,3,n,100,FA2002,24,inst500
session2442,S31197,3,M,100,FA2002,24,inst267
session2812,S31533,2.67,R,300,FA2002,24,inst331
session2489,S32133,3.33,n,100,FA2002,24,inst500
session2542,S32124,3.33,i,100,FA2002,24,inst439
session2501,S31749,3.33,k,100,FA2002,24,inst441
session2812,S31596,3.33,R,300,FA2002,24,inst331
session2502,S31281,3.33,k,100,FA2002,24,inst463
session2501,S32415,2.33,k,100,FA2002,24,inst441
session2502,S31677,,k,100,FA2002,24,inst463
session2376,S32505,4,R,100,FA2002,25,inst318
session2373,S32430,4,N,200,FA2002,25,inst275
session2550,S32373,4,m,200,FA2002,25,inst476
session2376,S32010,4,R,100,FA2002,25,inst318
session2550,S31458,4,m,200,FA2002,25,inst476
session2550,S31275,4,m,200,FA2002,25,inst476
session2467,S31830,3.67,d,100,FA2002,25,inst408
session2550,S31830,3.67,m,200,FA2002,25,inst476
session2373,S31776,3.67,N,200,FA2002,25,inst275
session2373,S31542,3.67,N,200,FA2002,25,inst275
session2373,S31287,3.67,N,200,FA2002,25,inst275
session2376,S32292,3,R,100,FA2002,25,inst318
session2550,S31962,3,m,200,FA2002,25,inst476
session2550,S32469,3.33,m,200,FA2002,25,inst476
session2550,S32310,3.33,m,200,FA2002,25,inst476
session2819,S32109,3.33,C,100,FA2002,25,inst141
session2373,S32076,3.33,N,200,FA2002,25,inst275
session2373,S31851,3.33,N,200,FA2002,25,inst275
session2819,S31377,3.33,C,100,FA2002,25,inst141
session2376,S31239,3.33,R,100,FA2002,25,inst318
session2503,S31422,4,k,200,FA2002,26,inst467
session2447,S31434,3.67,X,100,FA2002,26,inst386
session2443,S32478,3,M,100,FA2002,26,inst264
session2551,S32442,3,m,200,FA2002,26,inst406
session2447,S32007,3,X,100,FA2002,26,inst386
session2443,S31794,3,M,100,FA2002,26,inst264
session2447,S31794,3,X,100,FA2002,26,inst386
session2443,S31782,3,M,100,FA2002,26,inst264
session2447,S31401,3,X,100,FA2002,26,inst386
session2447,S32397,2.67,X,100,FA2002,26,inst386
session2443,S32262,2.67,M,100,FA2002,26,inst264
session2443,S32397,3.33,M,100,FA2002,26,inst264
session2551,S32328,3.33,m,200,FA2002,26,inst406
session2447,S32205,3.33,X,100,FA2002,26,inst386
session2447,S32094,3.33,X,100,FA2002,26,inst386
session2447,S32091,3.33,X,100,FA2002,26,inst386
session2443,S31479,3.33,M,100,FA2002,26,inst264
session2447,S31416,3.33,X,100,FA2002,26,inst386
session2447,S31857,2,X,100,FA2002,26,inst386
session2443,S31845,2.33,M,100,FA2002,26,inst264
session2443,S31416,2.33,M,100,FA2002,26,inst264
session2475,S32232,4,d,100,FA2002,27,inst413
session2468,S32061,4,d,100,FA2002,27,inst411
session2475,S32055,4,d,100,FA2002,27,inst413
session2475,S32289,3.67,d,100,FA2002,27,inst413
session2506,S32058,3.67,k,300,FA2002,27,inst472
session2475,S31848,3.67,d,100,FA2002,27,inst413
session2506,S31563,3.67,k,300,FA2002,27,inst472
session2475,S31476,3.67,d,100,FA2002,27,inst413
session2475,S31413,3.67,d,100,FA2002,27,inst413
session2506,S31386,3.67,k,300,FA2002,27,inst472
session2468,S32418,3,d,100,FA2002,27,inst411
session2475,S32244,3,d,100,FA2002,27,inst413
session2468,S32037,3,d,100,FA2002,27,inst411
session2468,S32139,2.67,d,100,FA2002,27,inst411
session2475,S32088,2.67,d,100,FA2002,27,inst413
session2475,S31494,2.67,d,100,FA2002,27,inst413
session2475,S32406,3.33,d,100,FA2002,27,inst413
session2475,S32346,3.33,d,100,FA2002,27,inst413
session2545,S31446,3.33,i,200,FA2002,27,inst209
session2433,S32232,4,F,100,FA2002,28,inst186
session2425,S32220,4,C,100,FA2002,28,inst141
session2473,S32172,4,d,100,FA2002,28,inst412
session2425,S32139,4,C,100,FA2002,28,inst141
session2473,S32052,4,d,100,FA2002,28,inst412
session2425,S31440,4,C,100,FA2002,28,inst141
session2425,S31299,4,C,100,FA2002,28,inst141
session2433,S32394,3.67,F,100,FA2002,28,inst186
session2473,S31776,3.67,d,100,FA2002,28,inst412
session2473,S31614,3.67,d,100,FA2002,28,inst412
session2473,S31317,3.67,d,100,FA2002,28,inst412
session2432,S32256,3,F,100,FA2002,28,inst185
session2433,S32157,3,F,100,FA2002,28,inst186
session2473,S32112,3,d,100,FA2002,28,inst412
session2433,S32103,3,F,100,FA2002,28,inst186
session2425,S31920,3,C,100,FA2002,28,inst141
session2432,S31887,3,F,100,FA2002,28,inst185
session2433,S31689,3,F,100,FA2002,28,inst186
session2432,S31356,3,F,100,FA2002,28,inst185
session2433,S32406,2.67,F,100,FA2002,28,inst186
session2432,S32265,2.67,F,100,FA2002,28,inst185
session2425,S32082,2.67,C,100,FA2002,28,inst141
session2473,S32034,2.67,d,100,FA2002,28,inst412
session2425,S32442,3.33,C,100,FA2002,28,inst141
session2425,S32316,3.33,C,100,FA2002,28,inst141
session2433,S32187,3.33,F,100,FA2002,28,inst186
session2425,S32184,3.33,C,100,FA2002,28,inst141
session2433,S32169,3.33,F,100,FA2002,28,inst186
session2473,S32019,3.33,d,100,FA2002,28,inst412
session2433,S31599,3.33,F,100,FA2002,28,inst186
session2432,S31389,3.33,F,100,FA2002,28,inst185
session2433,S31371,3.33,F,100,FA2002,28,inst186
session2432,S32124,2,F,100,FA2002,28,inst185
session2473,S32502,2.33,d,100,FA2002,28,inst412
session2433,S32445,2.33,F,100,FA2002,28,inst186
session2433,S31908,2.33,F,100,FA2002,28,inst186
session2425,S32115,,C,100,FA2002,28,inst141
session2379,S32052,4,R,200,FA2002,29,inst334
session2379,S31266,4,R,200,FA2002,29,inst334
session2495,S31215,4,n,300,FA2002,29,inst502
session2379,S32025,3.67,R,200,FA2002,29,inst334
session2445,S31971,3.67,M,300,FA2002,29,inst269
session2395,S31641,3.67,W,200,FA2002,29,inst378
session2379,S31344,3.67,R,200,FA2002,29,inst334
session2445,S32172,3,M,300,FA2002,29,inst269
session2445,S32028,3,M,300,FA2002,29,inst269
session2445,S32382,2.67,M,300,FA2002,29,inst269
session2445,S32454,3.33,M,300,FA2002,29,inst269
session2445,S32163,3.33,M,300,FA2002,29,inst269
session2395,S31785,3.33,W,200,FA2002,29,inst378
session2445,S31350,2,M,300,FA2002,29,inst269
session2428,S32355,4,C,200,FA2002,30,inst143
session2428,S31971,4,C,200,FA2002,30,inst143
session2428,S31908,4,C,200,FA2002,30,inst143
session2549,S31890,4,m,200,FA2002,30,inst406
session2428,S31812,4,C,200,FA2002,30,inst143
session2549,S31746,4,m,200,FA2002,30,inst406
session2434,S31713,4,F,100,FA2002,30,inst180
session2434,S31656,4,F,100,FA2002,30,inst180
session2434,S31476,4,F,100,FA2002,30,inst180
session2549,S31473,4,m,200,FA2002,30,inst406
session2428,S31368,4,C,200,FA2002,30,inst143
session2428,S31872,3.67,C,200,FA2002,30,inst143
session2428,S31578,3.67,C,200,FA2002,30,inst143
session2428,S31290,3.67,C,200,FA2002,30,inst143
session2428,S31932,3.33,C,200,FA2002,30,inst143
session2549,S31650,3.33,m,200,FA2002,30,inst406
session2549,S31644,3.33,m,200,FA2002,30,inst406
session2466,S32304,4,d,100,FA2002,31,inst408
session2466,S32166,4,d,100,FA2002,31,inst408
session2466,S32103,4,d,100,FA2002,31,inst408
session2466,S31548,4,d,100,FA2002,31,inst408
session2466,S31644,3.67,d,100,FA2002,31,inst408
session2466,S32076,3,d,100,FA2002,31,inst408
session2485,S32061,4,K,200,FA2002,32,inst239
session2485,S32031,4,K,200,FA2002,32,inst239
session2426,S31905,4,C,100,FA2002,32,inst144
session2431,S31518,4,F,100,FA2002,32,inst182
session2431,S32496,3.67,F,100,FA2002,32,inst182
session2472,S32496,3.67,d,100,FA2002,32,inst411
session2472,S32175,3.67,d,100,FA2002,32,inst411
session2431,S31950,3.67,F,100,FA2002,32,inst182
session2426,S31890,3.67,C,100,FA2002,32,inst144
session2472,S31467,3.67,d,100,FA2002,32,inst411
session2431,S31395,3.67,F,100,FA2002,32,inst182
session2426,S32433,3,C,100,FA2002,32,inst144
session2431,S32118,3,F,100,FA2002,32,inst182
session2472,S32100,3,d,100,FA2002,32,inst411
session2431,S31839,3,F,100,FA2002,32,inst182
session2426,S31794,3,C,100,FA2002,32,inst144
session2472,S31740,3,d,100,FA2002,32,inst411
session2431,S31482,3,F,100,FA2002,32,inst182
session2485,S31326,3,K,200,FA2002,32,inst239
session2431,S31311,3,F,100,FA2002,32,inst182
session2485,S31842,2.67,K,200,FA2002,32,inst239
session2431,S31689,2.67,F,100,FA2002,32,inst182
session2426,S31569,2.67,C,100,FA2002,32,inst144
session2485,S31470,2.67,K,200,FA2002,32,inst239
session2426,S31329,2.67,C,100,FA2002,32,inst144
session2426,S32367,3.33,C,100,FA2002,32,inst144
session2426,S31554,3.33,C,100,FA2002,32,inst144
session2431,S31392,3.33,F,100,FA2002,32,inst182
session2472,S32295,2,d,100,FA2002,32,inst411
session2472,S32193,2,d,100,FA2002,32,inst411
session2485,S31968,2,K,200,FA2002,32,inst239
session2485,S31317,1,K,200,FA2002,32,inst239
session2472,S31227,0,d,100,FA2002,32,inst411
session2435,S31227,,F,400,FA2002,32,inst184
session2446,S31320,3.33,M,300,FA2002,33,inst266
session2822,S31893,,S,100,FA2002,33,inst338
session2822,S31761,,S,100,FA2002,33,inst338
session2547,S32199,4,m,100,FA2002,34,inst481
session2491,S32028,4,n,200,FA2002,34,inst170
session2491,S31953,3.67,n,200,FA2002,34,inst170
session2491,S31827,3.67,n,200,FA2002,34,inst170
session2491,S31419,3.67,n,200,FA2002,34,inst170
session2547,S32406,3,m,100,FA2002,34,inst481
session2491,S31791,,n,200,FA2002,34,inst170
session2491,S31461,,n,200,FA2002,34,inst170
session2563,S31896,4,e,100,FA2002,35,inst254
session2563,S31500,4,e,100,FA2002,35,inst254
session2563,S31332,4,e,100,FA2002,35,inst254
session2563,S31830,3.67,e,100,FA2002,35,inst254
session2563,S31317,3,e,100,FA2002,35,inst254
session2546,S31956,4,m,100,FA2002,37,inst483
session2546,S31617,4,m,100,FA2002,37,inst483
session2496,S31245,4,b,100,FA2002,37,inst402
session2546,S32229,3.67,m,100,FA2002,37,inst483
session2546,S32217,3.67,m,100,FA2002,37,inst483
session2546,S31974,3.67,m,100,FA2002,37,inst483
session2496,S31938,3.67,b,100,FA2002,37,inst402
session2496,S31800,3.67,b,100,FA2002,37,inst402
session2546,S31614,3.67,m,100,FA2002,37,inst483
session2546,S31527,3.67,m,100,FA2002,37,inst483
session2496,S31917,3,b,100,FA2002,37,inst402
session2496,S31755,3,b,100,FA2002,37,inst402
session2546,S31836,3.33,m,100,FA2002,37,inst483
session2496,S31746,3.33,b,100,FA2002,37,inst402
session2546,S31197,3.33,m,100,FA2002,37,inst483
session2546,S31824,1.67,m,100,FA2002,37,inst483
session2546,S32022,0.67,m,100,FA2002,37,inst483
session2512,S31791,4,j,100,FA2002,38,inst451
session2832,S31776,4,n,100,FA2002,38,inst501
session2832,S31644,4,n,100,FA2002,38,inst501
session2832,S31374,4,n,100,FA2002,38,inst501
session2832,S31230,4,n,100,FA2002,38,inst501
session2832,S32076,3.67,n,100,FA2002,38,inst501
session2832,S31926,3.67,n,100,FA2002,38,inst501
session2512,S31581,2.67,j,100,FA2002,38,inst451
session2512,S32298,3.33,j,100,FA2002,38,inst451
session2512,S32271,3.33,j,100,FA2002,38,inst451
session2832,S32136,3.33,n,100,FA2002,38,inst501
session2512,S32022,1,j,100,FA2002,38,inst451
session2529,S32508,4,G,100,FA2002,40,inst197
session2529,S31947,3.67,G,100,FA2002,40,inst197
session2529,S32124,3,G,100,FA2002,40,inst197
session2529,S31887,3,G,100,FA2002,40,inst197
session2529,S31494,3.33,G,100,FA2002,40,inst197
session2529,S32400,2,G,100,FA2002,40,inst197
session2399,S32259,4,W,300,FA2002,41,inst211
session2838,S31986,4,W,300,FA2002,41,inst211
session2838,S31530,4,W,300,FA2002,41,inst211
session2838,S31461,4,W,300,FA2002,41,inst211
session2399,S32349,3.67,W,300,FA2002,41,inst211
session2399,S32016,3.67,W,300,FA2002,41,inst211
session2399,S31485,3,W,300,FA2002,41,inst211
session2838,S31485,3,W,300,FA2002,41,inst211
session2838,S32106,2.67,W,300,FA2002,41,inst211
session2399,S31701,2.67,W,300,FA2002,41,inst211
session2399,S31668,3.33,W,300,FA2002,41,inst211
session2838,S31374,,W,300,FA2002,41,inst211
session2533,S32490,4,P,200,FA2002,42,inst177
session2533,S32013,4,P,200,FA2002,42,inst177
session2533,S31983,4,P,200,FA2002,42,inst177
session2533,S31950,4,P,200,FA2002,42,inst177
session2533,S31650,4,P,200,FA2002,42,inst177
session2514,S31947,4,j,100,FA2002,44,inst241
session2514,S31437,4,j,100,FA2002,44,inst241
session2514,S31974,3.67,j,100,FA2002,44,inst241
session2514,S31866,3.67,j,100,FA2002,44,inst241
session2514,S31848,3,j,100,FA2002,44,inst241
session2514,S31251,3,j,100,FA2002,44,inst241
session2514,S32496,3.33,j,100,FA2002,44,inst241
session2514,S31914,3.33,j,100,FA2002,44,inst241
session2514,S31656,3.33,j,100,FA2002,44,inst241
session2514,S31602,3.33,j,100,FA2002,44,inst241
session2511,S32304,,j,100,FA2002,44,inst447
session2511,S32289,,j,100,FA2002,44,inst447
session2511,S31917,,j,100,FA2002,44,inst447
session2511,S31752,,j,100,FA2002,44,inst447
session2511,S31731,,j,100,FA2002,44,inst447
session2511,S31677,,j,100,FA2002,44,inst447
session2511,S31608,,j,100,FA2002,44,inst447
session2511,S31467,,j,100,FA2002,44,inst447
session2511,S31365,,j,100,FA2002,44,inst447
session2511,S31296,,j,100,FA2002,44,inst447
session2534,S31872,4,S,200,FA2002,48,inst339
session2534,S31878,3.67,S,200,FA2002,48,inst339
session2534,S32331,3,S,200,FA2002,48,inst339
session2534,S31641,3,S,200,FA2002,48,inst339
session2534,S31581,3,S,200,FA2002,48,inst339
session2534,S32301,,S,200,FA2002,48,inst339
session2534,S32040,,S,200,FA2002,48,inst339
session2380,S32319,4,R,100,FA2002,49,inst332
session2380,S32253,4,R,100,FA2002,49,inst332
session2380,S32073,4,R,100,FA2002,49,inst332
session2380,S31734,4,R,100,FA2002,49,inst332
session2380,S31272,4,R,100,FA2002,49,inst332
session2380,S32196,3.67,R,100,FA2002,49,inst332
session2380,S32064,3.67,R,100,FA2002,49,inst332
session2380,S31548,3.67,R,100,FA2002,49,inst332
session2380,S31710,3,R,100,FA2002,49,inst332
session2380,S31686,3.33,R,100,FA2002,49,inst332
session2526,S32376,4,D,300,FA2002,50,inst150
session2526,S32163,4,D,300,FA2002,50,inst150
session2526,S32100,4,D,300,FA2002,50,inst150
session2526,S32088,4,D,300,FA2002,50,inst150
session2526,S31488,4,D,300,FA2002,50,inst150
session2526,S31350,3,D,300,FA2002,50,inst150
session2526,S31836,3.33,D,300,FA2002,50,inst150
session2524,S32460,4,D,200,FA2002,59,inst150
session2524,S32451,4,D,200,FA2002,59,inst150
session2524,S32169,4,D,200,FA2002,59,inst150
session2510,S31566,4,j,100,FA2002,59,inst447
session2510,S31254,4,j,100,FA2002,59,inst447
session2524,S32307,3,D,200,FA2002,59,inst150
session2510,S31293,3,j,100,FA2002,59,inst447
session2510,S32439,,j,100,FA2002,59,inst447
session2532,S32376,4,G,200,FA2002,68,inst202
session2532,S32055,4,G,200,FA2002,68,inst202
session2532,S32427,3.67,G,200,FA2002,68,inst202
session2532,S32088,3.67,G,200,FA2002,68,inst202
session2532,S31584,3.67,G,200,FA2002,68,inst202
session2532,S31626,3,G,200,FA2002,68,inst202
session2532,S31404,3,G,200,FA2002,68,inst202
session2532,S32367,2.67,G,200,FA2002,68,inst202
session2532,S32190,2.67,G,200,FA2002,68,inst202
session2532,S31809,2.67,G,200,FA2002,68,inst202
session2532,S31740,2.67,G,200,FA2002,68,inst202
session2532,S31392,2.67,G,200,FA2002,68,inst202
session2532,S31290,2.67,G,200,FA2002,68,inst202
session2532,S32466,3.33,G,200,FA2002,68,inst202
session2532,S32334,3.33,G,200,FA2002,68,inst202
session2532,S32280,3.33,G,200,FA2002,68,inst202
session2532,S31974,3.33,G,200,FA2002,68,inst202
session2532,S31914,3.33,G,200,FA2002,68,inst202
session2532,S31866,3.33,G,200,FA2002,68,inst202
session2532,S31821,3.33,G,200,FA2002,68,inst202
session2532,S31368,3.33,G,200,FA2002,68,inst202
session2532,S32109,2,G,200,FA2002,68,inst202
session2532,S32046,2,G,200,FA2002,68,inst202
session2532,S31908,2,G,200,FA2002,68,inst202
session2532,S31266,2,G,200,FA2002,68,inst202
session2532,S32406,2.33,G,200,FA2002,68,inst202
session2532,S32265,2.33,G,200,FA2002,68,inst202
session2532,S32139,2.33,G,200,FA2002,68,inst202
session2532,S31617,2.33,G,200,FA2002,68,inst202
session2532,S31371,2.33,G,200,FA2002,68,inst202
session2532,S32361,1,G,200,FA2002,68,inst202
session2465,S32433,,d,100,FA2002,93,inst129
session2465,S32421,,d,100,FA2002,93,inst129
session2465,S32397,,d,100,FA2002,93,inst129
session2465,S32256,,d,100,FA2002,93,inst129
session2465,S32208,,d,100,FA2002,93,inst129
session2465,S32148,,d,100,FA2002,93,inst129
session2465,S32019,,d,100,FA2002,93,inst129
session2465,S31554,,d,100,FA2002,93,inst129
session2465,S31515,,d,100,FA2002,93,inst129
session2465,S31389,,d,100,FA2002,93,inst129
session2465,S31344,,d,100,FA2002,93,inst129
session3302,S32358,4,T,300,FA2003,10,inst344
session3302,S32262,4,T,300,FA2003,10,inst344
session2997,S32136,4,n,200,FA2003,10,inst499
session3046,S32094,4,X,300,FA2003,10,inst375
session3302,S31866,4,T,300,FA2003,10,inst344
session2997,S31716,4,n,200,FA2003,10,inst499
session3053,S31689,4,j,200,FA2003,10,inst453
session3087,S31461,4,S,100,FA2003,10,inst317
session2866,S31413,4,D,200,FA2003,10,inst162
session3046,S32439,3.67,X,300,FA2003,10,inst375
session2917,S32313,3.67,N,300,FA2003,10,inst133
session3046,S32229,3.67,X,300,FA2003,10,inst375
session3046,S32064,3.67,X,300,FA2003,10,inst375
session3046,S32064,3.67,X,300,FA2003,10,inst375
session3046,S32058,3.67,X,300,FA2003,10,inst375
session2917,S31671,3.67,N,300,FA2003,10,inst133
session3046,S31536,3.67,X,300,FA2003,10,inst375
session3046,S31536,3.67,X,300,FA2003,10,inst375
session3087,S31359,3.67,S,100,FA2003,10,inst317
session3067,S31221,3.67,s,400,FA2003,10,inst246
session3046,S31212,3.67,X,300,FA2003,10,inst375
session3046,S31212,3.67,X,300,FA2003,10,inst375
session2911,S32418,3,M,300,FA2003,10,inst268
session2997,S32112,3,n,200,FA2003,10,inst499
session3046,S31731,3,X,300,FA2003,10,inst375
session3067,S31686,3,s,400,FA2003,10,inst246
session3087,S31239,3,S,100,FA2003,10,inst317
session2911,S32250,2.67,M,300,FA2003,10,inst268
session3046,S32085,2.67,X,300,FA2003,10,inst375
session3046,S32463,3.33,X,300,FA2003,10,inst375
session3046,S32463,3.33,X,300,FA2003,10,inst375
session3046,S32397,3.33,X,300,FA2003,10,inst375
session3046,S32259,3.33,X,300,FA2003,10,inst375
session3046,S32205,3.33,X,300,FA2003,10,inst375
session3046,S32121,3.33,X,300,FA2003,10,inst375
session3320,S31779,3.33,D,200,FA2003,10,inst165
session3046,S31497,3.33,X,300,FA2003,10,inst375
session3046,S31497,3.33,X,300,FA2003,10,inst375
session3320,S31389,3.33,D,200,FA2003,10,inst165
session2997,S31218,3.33,n,200,FA2003,10,inst499
session3321,S32475,4,D,600,FA2003,11,inst150
