Name,ID,DaysSurvived,Status,Type,Price,AvgRate,NumRate,Category,Size,NumLang,AgeRate,SysRequirements
"Big Fish Casino _ Free Slots, Vegas Slots & Slot Tournaments! Plus Poker, Cards, 21 and more! Big Fish Games, Inc 538212549",538212549,1,1,free,0,4.5,98458,Games,51.08173752,1,12+,med
"Pinterest Pinterest, Inc. 429047995",429047995,373,0,free,0,4.5,942508,other,50.99378681,28,12+,med
"TextGrabber + Translator: OCR recognize, translate and save editable text from any printed material ABBYY 438475005",438475005,1,1,paid,4.99,3.5,677,other,50.98619843,11,04+,high
Sunburn! Secret Crush 932468632,932468632,6,1,paid,2.99,5,321,Games,50.90808868,32,09+,med
WATCH Disney Channel Disney 529997671,529997671,11,1,free,0,3.5,18471,Entertainment,50.88687325,1,04+,med
Boardwalk Bingo: A MONOPOLY Adventure Shark Party 1017146584,1017146584,3,1,free,0,4.5,1044,Games,50.66583729,1,12+,low
Flightradar24 - Flight Tracker Flightradar24 AB 382069612,382069612,22,1,paid,3.99,4,1359,other,50.57029915,1,04+,med
"Kanvas Keyboard Kanvas Labs, Inc. 928649962",928649962,1,1,free,0,4.5,453,Utilities,50.56996822,1,09+,high
Bank of America - Mobile Banking Bank of America 284847138,284847138,14,1,free,0,3.5,97192,other,50.47440147,1,04+,med
"Call of Duty: Zombies Activision Publishing, Inc. 338057689",338057689,44,1,paid,4.99,4,63335,Games,50.3743782,1,17+,low
My Newborn Baby - Mommy & Baby Care Kids Fun Club by TabTale 903418970,903418970,6,1,free,0,3.5,493,Games,50.35933399,13,04+,low
"Zombieville USA 2 Mika Mobile, Inc. 454781476",454781476,20,1,paid,0.99,4.5,78703,Games,50.31943607,1,12+,med
Scratch Your Head Single Tusked Games Private Limited 911249241,911249241,2,1,free,0,2,26,Games,50.23666191,1,04+,med
Marvel Pinball ZEN Studios Ltd. 595689324,595689324,7,1,free,0,4,2048,Games,50.22159195,1,09+,med
Marvel Pinball ZEN Studios Ltd. 595689324,595689324,5,1,paid,0.99,4,2048,Games,50.22159195,1,09+,med
A Beautiful Mess Red Velvet Art LLC 603092599,603092599,76,1,paid,0.99,4,3991,Photo & Video,50.18687916,1,04+,med
Farming Simulator 14 GIANTS Software GmbH 738717933,738717933,187,1,paid,2.99,4,2860,Games,50.18402863,6,04+,low
MLB Manager 2015 Out of the Park Developments 907405084,907405084,2,1,paid,4.99,4.5,416,Games,50.0883913,1,12+,med
Bingo!_ Storm8 Studios 546871573,546871573,1,1,free,0,4.5,53672,Games,50.06519032,1,12+,low
Jack & Jack Vines Puzzle Game SkyVu Entertainment Inc 881684270,881684270,2,1,paid,0,5,2006,Games,49.94745922,1,04+,low
Jack & Jack Vines Puzzle Game SkyVu Entertainment Inc 881684270,881684270,1,1,free,0,5,2006,Games,49.94745922,1,04+,low
Riptide GP2 Vector Unit 662569685,662569685,3,1,free,0,4.5,2762,Games,49.89454746,1,04+,med
"SNL: The Official Saturday Night Live App from NBC NBCUniversal Media, LLC 949622036",949622036,9,1,free,0,3.5,791,Entertainment,49.80097103,1,12+,high
Dumb Ways to Die 2: The Games Metro Trains Melbourne Pty Ltd 929346489,929346489,156,1,free,0,4,9057,Games,49.78721428,16,12+,med
Santa Rescue Challenge : Doctor X Christmas Adventure Kids Fun Club by TabTale 733554905,733554905,3,1,free,0,3,433,Games,49.44896507,1,04+,med
Let's Go Rocket - Ultimate Endless Space Adventure Cobra Mobile Limited 974628899,974628899,6,1,free,0,4.5,1902,Games,49.36096859,1,04+,med
MONOPOLY Here & Now: The World Edition Electronic Arts 299110947,299110947,31,1,paid,0.99,3.5,27312,Games,49.31256199,6,04+,low
Buddyman: Office Kick Crazylion Studios Limited 545409993,545409993,5,1,free,0,4.5,8103,Games,49.31184864,1,12+,low
Grey Cubes Bulkypix 911407572,911407572,1,1,paid,1.99,4,264,Games,49.19175243,8,04+,med
MONOPOLY Bingo! Storm8 Studios 927060395,927060395,1,1,free,0,4.5,11607,Games,49.18238831,1,12+,low
LOOPIMAL by YATATOY Lucas Zanotto 964743113,964743113,7,1,paid,2.99,5,56,other,49.15236568,5,04+,low
Super Dance Elf Christmas 2 ACME Mobile Products 739659926,739659926,1,1,paid,0.99,3,38,Entertainment,49.14858437,1,04+,med
Treasure Run! TeamLava 883789030,883789030,2,1,free,0,4.5,1384,Games,49.08679962,1,04+,low
"Downtonisms NBCUniversal Media, LLC 920833154",920833154,1,1,paid,0.99,3,17,Entertainment,49.03187656,1,04+,med
2014 Ryder Cup PGA.com 392186427,392186427,2,1,free,0,2.5,3722,other,49.02078056,1,04+,med
Mail+ for Outlook iKonic Apps LLC 428974099,428974099,20,1,paid,4.99,3.5,7259,other,48.84862804,12,04+,med
ScanBizCards Business Card Reader ScanBiz Mobile Solutions L.P. 335047649,335047649,1,1,paid,0.99,4,2749,other,48.84406567,5,04+,high
Microsoft Outlook Microsoft Corporation 951937596,951937596,159,1,free,0,3.5,15752,other,48.81502342,43,04+,high
Slow Down Ketchapp 993876722,993876722,3,1,free,0,4,569,Games,48.67390251,1,04+,med
TuneIn Radio - Stream Live Radio TuneIn 418987775,418987775,3,1,free,0,4.5,80809,other,48.6498909,14,04+,med
Viber Candy Mania TeamLava 934158008,934158008,1,1,free,0,4.5,664,Games,48.64453697,9,04+,low
Vizzywig - Video Editor Movie Maker and Multi Camera Film Edit Effects Slideshow Music Editing Credits App i4software 434139679,434139679,1,1,free,0,4.5,2849,Photo & Video,48.64365196,2,04+,low
Crimson Keyboard + Emoji Doney den Ouden 918925779,918925779,3,1,paid,0.99,3.5,61,Utilities,48.63887119,3,04+,high
Move to measure - Flying Ruler ALEXEY BRILEV 667579844,667579844,1,1,paid,1.99,4,805,Utilities,48.63279915,9,04+,med
Bean Dreams Kumobius 921852522,921852522,15,1,paid,2.99,4.5,1163,Games,48.56031704,13,09+,low
iTrackBites - Points Calculator with Weight Loss Exercise Tracker and Calorie Lose Counter for Diet Food Nutrition Watchers Ellisapps Inc. 404299862,404299862,124,1,paid,3.99,4.5,3640,other,48.50342846,1,12+,med
"Color Keyboard Maker - Keyboards with custom colors, backgrounds, fonts and emoji emoticons Appyfurious 898346723",898346723,344,1,paid,1.99,3.5,38,Utilities,48.49546432,1,04+,high
"ooVoo _ Free Video Call, Text and Voice ooVoo LLC 428845974",428845974,307,1,free,0,4.5,125829,other,48.47673893,15,04+,med
Krazy Coupon Lady | Grocery Coupons & Deals Krazy Coupon Ladies 962133447,962133447,5,1,free,0,4,139,other,48.36023045,1,12+,high
"Night at the Museum: Hidden Treasures Pocket Gems, Inc. 930303753",930303753,3,1,free,0,4,1981,Games,48.32388687,9,09+,low
"Rain Sounds HQ: Natural raining sounds, thunderstorms, & rainy ambiance to help relax, aid sleep & focus Phase4 Mobile 888786749",888786749,1,1,free,0,5,1434,other,48.30451393,11,04+,med
My Talking Pet WOBA Media 662090840,662090840,33,1,paid,1.99,4.5,7209,Entertainment,48.23646545,12,04+,med
"WWE World Wrestling Entertainment, Inc. 551798799",551798799,1,1,free,0,4,6239,Entertainment,48.22921848,9,12+,med
"Google Drive - free online storage from Google Google, Inc. 507874739",507874739,81,1,free,0,4,31642,other,48.22623062,37,04+,med
Yelp Yelp 284910350,284910350,79,1,free,0,4,194611,other,48.21790695,21,12+,med
"Spark - Smart Email App for Gmail, Outlook, Yahoo, iCloud and others Readdle 997102246",997102246,1,1,free,0,4,945,other,48.08733368,1,04+,high
Ball King Qwiboo Ltd 946496840,946496840,5,1,free,0,4.5,4740,Games,47.83221531,1,09+,med
"Yousician Guitar - The ultimate tab game with tuner, songs and tutorials to learn guitar Yousician Ltd 959883039",959883039,2,1,free,0,4.5,2989,other,47.81650162,1,04+,med
Best Casino Slots diwip ltd 495686088,495686088,2,1,free,0,4,639,Games,47.8110857,1,12+,med
NAMCO ARCADE BANDAI NAMCO Entertainment Inc. 465606050,465606050,5,1,free,0,3,1355,Games,47.79102612,2,04+,med
Swipe Typing Pro Janeth Hentica 905166128,905166128,1,1,paid,1.99,1.5,31,Utilities,47.77420235,1,04+,high
Splish Splash Pong Happymagenta 982218746,982218746,27,1,free,0,4.5,1657,Games,47.75892639,1,04+,med
"Wipeout Activision Publishing, Inc. 549592189",549592189,11,1,paid,1.99,4.5,18344,Games,47.72687531,1,12+,low
JEOPARDY! - America's Favorite Quiz Game Sony Pictures Television 377127117,377127117,36,1,paid,1.99,4,8558,Games,47.67012596,1,04+,med
WATCH ABC ABC Digital 364191819,364191819,28,1,free,0,2.5,59084,Entertainment,47.66282654,1,12+,med
Phase 10 Magmic Inc. 302049354,302049354,1,1,paid,1.99,4.5,56065,Games,47.64111805,5,04+,low
Sonic the Hedgehog 2 SEGA 347411942,347411942,6,1,paid,2.99,4,7979,Games,47.50133896,1,04+,med
Over Over 535811906,535811906,7,1,paid,3.99,4.5,7268,Photo & Video,47.36326122,1,04+,med
Over Over 535811906,535811906,1,1,free,0,4.5,7264,Photo & Video,47.36326122,1,04+,med
Facetune Lightricks Ltd. 606310581,606310581,373,0,paid,3.99,5,5719,Photo & Video,47.26665401,12,04+,med
New Emoji - Extra Emojis - FREE Emoji Apps GmbH 970441554,970441554,6,1,free,0,2.5,448,other,47.18347836,2,17+,med
WhatsApp Messenger WhatsApp Inc. 310633997,310633997,373,0,free,0,4.5,158601,other,47.16893864,33,04+,med
Pic Collage - Photo editor with effects and templates Cardinal Blue 448639966,448639966,30,1,free,0,5,100425,Photo & Video,47.071064,13,12+,med
Pimp Your Sound Apalon Apps 749109884,749109884,78,1,paid,1.99,4,290,other,47.04025364,12,04+,med
Plex Plex Inc. 383457673,383457673,87,1,paid,0,4.5,13583,Entertainment,46.95985603,18,04+,high
Stickman Ice Hockey Djinnworks GmbH 932315244,932315244,35,1,paid,0,4,277,Games,46.8631773,1,04+,low
ClassDojo Class Twist Inc. 552602056,552602056,6,1,free,0,4.5,16303,other,46.83636189,27,04+,med
"Etsy: Shop Handmade, Vintage & Creative Goods Etsy, Inc. 477128284",477128284,2,1,free,0,4,9245,other,46.81461334,7,04+,med
Toca Tailor Toca Boca AB 556430416,556430416,2,1,paid,2.99,4.5,3981,other,46.71865463,21,04+,low
Wallpapers & Themes - iOS 8 Edition of Cool HD Backgrounds and Images by Pimp Your Screen Apalon Apps 749046891,749046891,1,1,free,0,4.5,9602,Entertainment,46.71460915,12,04+,med
Slingshot Racing Crescent Moon Games 516349924,516349924,6,1,paid,0.99,4.5,3155,Games,46.69473076,1,04+,low
Mmm Fingers Noodlecake Studios Inc 927055887,927055887,8,1,free,0,4.5,11906,Games,46.68330193,1,09+,low
Dawn of the Dragons 5th Planet Games Inc 505037441,505037441,4,1,free,0,4.5,2147,Games,46.6141243,1,09+,low
KAMI State of Play Games 710724007,710724007,4,1,paid,1.99,4.5,2980,Games,46.53852367,16,04+,low
"Pic Stitch - #1 Photo Collage Maker Big Blue Clip, LLC 454768104",454768104,6,1,free,0,4.5,41305,Photo & Video,46.44489098,7,04+,med
"OBD Fusion - OBD2 vehicle scan tool and diagnostics OCTech, LLC 650684932",650684932,1,1,paid,9.99,4,185,other,46.1123085,1,04+,med
The Walking Pet Ketchapp 1021592731,1021592731,7,1,free,0,4.5,1586,Games,46.10506439,1,04+,med
LockPaper Harry Benjamin 929679359,929679359,1,1,paid,2.99,2.5,124,Photo & Video,46.06014061,1,04+,med
Blockwick 2 Kieffer Bros. 945199694,945199694,1,1,paid,4.99,5,342,Games,46.01327133,3,04+,med
Picfx ActiveDevelopment 417563413,417563413,1,1,paid,1.99,4.5,2422,Photo & Video,45.91048908,1,04+,high
"Wiper Wiper, Inc. 828356683",828356683,4,1,free,0,3.5,118,other,45.61372185,23,17+,med
Instant Heart Rate - Heart Rate Monitor by Azumio featuring workout training programs from Fitness Buddy Azumio Inc. 395042892,395042892,47,1,paid,1.99,4.5,8468,other,45.50581932,10,04+,med
Instant Heart Rate - Heart Rate Monitor by Azumio for Free Azumio Inc. 409625068,409625068,2,1,free,0,4.5,10598,other,45.50150681,10,04+,med
Loop Drive : Crash Race Gameguru 992442150,992442150,2,1,free,0,4.5,7496,Games,45.49960518,1,04+,med
Arrow Ketchapp 988476572,988476572,11,1,free,0,4.5,9169,Games,45.43510437,1,04+,med
SwiftKey Keyboard + Emoji SwiftKey 911813648,911813648,17,1,free,0,3,8336,Utilities,45.40055943,6,04+,high
Blackboard Mobile Learn_ Blackboard Inc. 376413870,376413870,3,1,free,0,2,12321,other,45.07285309,14,04+,med
"Next Keyboard - Beautiful Themes, New Emojis & Stickers Tiny Hearts Limited 920592486",920592486,5,1,paid,3.99,3,285,Utilities,44.90312481,1,04+,high
Abby Lee Dance Secrets Digital Wellness 992872278,992872278,14,1,paid,4.99,4,511,Entertainment,44.8549242,1,04+,med
"Stack the States_ Freecloud Design, Inc. 381342267",381342267,47,1,paid,1.99,4.5,12254,other,44.7485981,1,04+,low
QuizUp_ Plain Vanilla Corp 718421443,718421443,5,1,free,0,4.5,64016,Games,44.72770405,5,12+,med
Pumped BMX 2 Yeah Us! 893141226,893141226,23,1,paid,3.99,5,1248,Games,44.70743465,1,04+,med
Human Cannonball Roflcopter Ink 970404828,970404828,3,1,free,0,4.5,892,Games,44.70022011,1,04+,med
InstaKey Custom Keyboard Creator MobileX Labs 920063521,920063521,3,1,free,0,3.5,361,Utilities,44.66801834,1,04+,high
Where's My Water? Free Disney 467810884,467810884,1,1,free,0,4.5,43976,Games,44.58595943,11,04+,med
Capital One Mobile Capital One 407558537,407558537,1,1,free,0,4,35047,other,44.39175224,3,04+,med
Fortune Slots - Free Vegas Spin & Win Casino! Storm8 Studios 868299131,868299131,1,1,free,0,4,345,Games,44.34701347,1,12+,low
Starting Strength Official Shabu Pty Ltd 1008697836,1008697836,1,1,paid,4.99,4.5,13,other,44.26786613,1,17+,med
Domino's Pizza USA Domino's Pizza LLC 436491861,436491861,3,1,free,0,5,193483,other,44.1710844,2,04+,med
"Abtanium Bunny Eyes Apps, LLC 928072934",928072934,1,1,paid,0.99,5,26,other,44.15493774,1,09+,med
"Juicifi - 300+ Raw Organic Juicing Recipes FitVox, LLC 980756533",980756533,1,1,paid,4.99,4.5,59,other,44.08541775,1,04+,med
DatMoji Immersive Output LLC 996226015,996226015,1,1,free,0,3.5,310,Utilities,43.98805523,1,17+,high
Toca Hair Salon 2 Toca Boca AB 569632660,569632660,86,1,paid,0.99,4.5,22735,other,43.88052177,17,04+,low
Blocky Roads Dogbyte Games Kft. 720725216,720725216,27,1,paid,0.99,4.5,2685,Games,43.87644196,27,04+,low
YB Maximilian & Co. 910055905,910055905,2,1,free,0,4,125,other,43.78390884,1,12+,med
100 PICS Quiz ~ The BIGGEST free guess the hidden picture puzzles trivia game EVER! Poptacular Ltd 652945710,652945710,178,1,free,0,5,18012,Games,43.78275967,8,04+,med
KOI - Journey of Purity dawei lee 1003792498,1003792498,7,1,paid,1.99,3.5,70,Games,43.74382973,12,04+,med
The Report Pro Smartest Apps LLC 924640818,924640818,2,1,paid,1.99,4,343,other,43.73774242,27,17+,med
Hop Hop Ninja! - Endless Hopper Nerd Agency 933203644,933203644,9,1,free,0,3,142,Games,43.70551491,1,04+,med
"Gyft - Mobile Gift Card Wallet to Send, Buy, Manage and Store Gift Cards. Earn Rewards to Save. Gyft Inc. 558314921",558314921,1,1,free,0,4,4072,other,43.6903677,1,04+,med
"College Lacrosse 2014 Carlo Sunseri, LLC 888382460",888382460,2,1,paid,3.99,3.5,289,Games,43.68795395,1,04+,low
Up Next - What To Do When Illuminated Bits LLC 808902193,808902193,3,1,paid,1.99,3,176,other,43.68616772,4,04+,high
Dude Perfect Dude Perfect 424123969,424123969,17,1,paid,0.99,4.5,9603,Games,43.66343212,1,04+,low
5-0 Radio Police Scanner Smartest Apps LLC 356336433,356336433,3,1,free,0,4,149869,Utilities,43.61832333,27,09+,med
"Cartoon Network App _ Watch Videos, Clips and Full Episodes of Your Favorite Shows Cartoon Network 404593641",404593641,8,1,free,0,3,13635,Entertainment,43.54361439,1,09+,med
Jelly Jump by Fun Games For Free Fun Games For Free 673254826,673254826,1,1,free,0,4.5,4453,Games,43.43071079,1,04+,med
5-0 Radio Pro Police Scanner (Extra Feeds) Smartest Apps LLC 341776037,341776037,18,1,paid,3.99,4,23017,other,43.3576746,27,09+,med
Can You Steal It Mang Zhang 798026047,798026047,6,1,free,0,4.5,7798,Games,43.34082031,1,04+,med
"DailyMVP: Daily Fantasy Sports - Fantasy Football, Baseball, Basketball and Hockey TopLine Game Labs, LLC 745873884",745873884,2,1,free,0,4.5,85,other,43.33207703,1,17+,med
"Google Classroom Google, Inc. 924620788",924620788,372,1,free,0,3.5,448,other,43.21944046,31,04+,med
PopCam Photo Sony Digital Entertainment Services Inc. 523520711,523520711,1,1,paid,0.99,4,150,Photo & Video,42.97994804,9,04+,med
"Brilliant Keyboard for iOS 8: Cool Themes and Predictive Typing Escargot Studios, LLC 882299393",882299393,2,1,free,0,4.5,5950,Utilities,42.8813591,1,04+,high
Vee for Video Medious 994113588,994113588,7,1,paid,4.99,4,36,Photo & Video,42.76945686,1,04+,high
DRAGON QUEST II SQUARE ENIX INC 911205290,911205290,3,1,paid,4.99,3.5,150,Games,42.76747322,1,09+,low
Draw Something OMGPOP 488627858,488627858,11,1,paid,2.99,4.5,359583,Games,42.69727802,13,04+,low
"Fitness for women: workouts, exercises, routines and plans by Sport.com Plus Sports 730295038",730295038,1,1,paid,2.99,4.5,342,other,42.57237434,12,12+,med
"Couch to 5K• - Running App, Training Coach and GPS Tracker Active Network, LLC 448474423",448474423,75,1,paid,2.99,4.5,2705,other,42.54228401,1,04+,med
First 5 Crowd Hub 997457664,997457664,2,1,free,0,4,184,other,42.467309,1,04+,med
"PayPal PayPal, an eBay Company 283646709",283646709,12,1,free,0,4,81157,other,42.4062376,19,04+,med
"PayPal PayPal, Inc. 283646709",283646709,12,1,free,0,4,81157,other,42.4062376,19,04+,med
Smarter Than You EightyEight Games LTD 907058570,907058570,7,1,free,0,4,2188,Games,42.33473873,1,04+,med
Macao Baccarat Ma Ya 950234949,950234949,1,1,free,0,NA,NA,Games,42.28200912,1,17+,med
Toca Builders Toca Boca AB 652077009,652077009,7,1,paid,2.99,4.5,4930,other,42.18243122,17,04+,low
Tom Loves Angela Outfit7 Limited 526011730,526011730,2,1,free,0,4,1134,Entertainment,42.16022587,1,04+,low
CBS Sports CBS Interactive 307184892,307184892,8,1,free,0,3,56946,other,42.15479088,9,04+,high
Blek kunabi brother GmbH 742625884,742625884,97,1,paid,2.99,4.5,15608,Games,42.06062317,1,04+,med
"Waterlogue Tinrocket, LLC 764925064",764925064,45,1,paid,2.99,4.5,1434,Photo & Video,41.94793606,4,04+,med
"Union - Combine, Blend, and Edit Photos Pixite LLC 849145835",849145835,4,1,paid,1.99,4.5,991,Photo & Video,41.90548134,3,04+,high
Shape Twister Apex Apps DMCC 962325879,962325879,1,1,free,0,3.5,232,Games,41.8296442,1,04+,med
Pimp My Keyboard Pro Cocopok 771412779,771412779,2,1,paid,1.99,2,148,Utilities,41.7631073,1,04+,high
Papa's Pizzeria To Go! Flipline Studios 925494667,925494667,94,1,paid,0.99,4.5,71,Games,41.75887108,1,04+,low
Matter - Add 3D Objects to Photos Pixite LLC 897754160,897754160,7,1,free,0,4.5,593,Photo & Video,41.74215984,1,04+,med
Cool Keyboards Pro for iOS 8 Fung Yi Chan 918467369,918467369,2,1,paid,2.99,1.5,8,Utilities,41.6499033,1,04+,high
Fast Finger_ BluBox 885650461,885650461,5,1,free,0,4,263,Games,41.61583138,1,04+,low
knfbReader Sensotec nv 849732663,849732663,13,1,paid,99.99,4.5,47,other,41.43890095,13,04+,med
iTranslate _ Translator & Dictionary Sonico GmbH 288113403,288113403,2,1,free,0,3.5,112130,other,41.33020973,24,04+,high
Cut the Rope: Time Travel ZeptoLab UK Limited 608899141,608899141,8,1,paid,0.99,5,7843,Games,41.21269798,10,04+,med
Take The Cake: Match 3 Puzzle XI-ART Inc. 756848929,756848929,6,1,free,0,4.5,134,Games,41.15228081,1,04+,med
Fragment - Prismatic Photo Effects Pixite LLC 767104707,767104707,7,1,free,0,4.5,1024,Photo & Video,41.07573318,1,04+,med
Talking Santa for iPhone Outfit7 Limited 398853199,398853199,4,1,free,0,4.5,6759,Entertainment,40.95476818,12,04+,low
PhotoMath PhotoPay Ltd. 919087726,919087726,77,1,free,0,4,5598,other,40.92807388,12,04+,med
Magic Piano by Smule Smule 421254504,421254504,58,1,free,0,4.5,114721,other,40.90922642,11,04+,med
_Solitaire Spiderette Finger Arts 837817797,837817797,3,1,free,0,4.5,3140,Games,40.88229084,7,04+,med
"Workflow: Powerful Automation Made Simple DeskConnect, Inc. 915249334",915249334,105,1,paid,3.99,4.5,844,other,40.83729649,1,04+,high
1010! GramGames 911793120,911793120,139,1,free,0,4.5,31618,Games,40.83427238,1,04+,med
Blocky Climbers tastypill 994806664,994806664,2,1,free,0,4,186,Games,40.65302086,1,04+,med
Emoji Dodge Justin Lindsay 962673836,962673836,1,1,free,0,4.5,1586,Games,40.60564804,1,04+,med
8 Ball Pool_ Miniclip.com 543186831,543186831,12,1,free,0,4.5,266794,Games,40.57573891,10,04+,med
\HOOK\ Maciej Targoni 956794130,956794130,1,1,paid,0.99,5,578,Games,40.44605732,1,04+,low
Toca Cars Toca Boca AB 689936776,689936776,1,1,paid,2.99,4,1184,other,40.40852165,1,04+,low
"Vine Vine Labs, Inc. 592447445",592447445,373,0,free,0,4,70145,Entertainment,40.40046787,26,17+,high
Survivalcraft Igor Kalicinski 622613679,622613679,86,1,paid,3.99,4,17924,Games,40.39958763,1,09+,low
Million: The Game AIGC Games Inc. 1008009196,1008009196,2,1,free,0,3.5,116,Games,40.39216328,1,17+,med
"Combo Quest Tapinator, Inc. 945118056",945118056,6,1,paid,0.99,4,278,Games,40.34666729,5,04+,low
AutoRap by Smule Smule 524299475,524299475,198,1,free,0,4,13774,other,40.21473217,11,12+,med
Stickman Football Djinnworks GmbH 1010587367,1010587367,314,1,paid,0.99,4,83,Games,40.07201481,1,04+,low
"Tiny Scanner Pro - PDF scanner to scan document, receipt & fax Appxy 556500145",556500145,6,1,paid,4.99,4.5,3865,other,40.00094795,9,04+,med
"Tiny Scanner Pro - PDF scanner to scan document, receipt & fax Appxy 556500145",556500145,1,1,free,0,4.5,3867,other,40.00094795,9,04+,med
Bible LifeChurch.tv 282935706,282935706,79,1,free,0,4.5,779320,other,39.94318008,41,04+,med
Space Qube• Owen Wu 670674729,670674729,5,1,free,0,4,1128,Games,39.93046856,10,09+,med
"Dot Wave Neokrush, LLC. 888138039",888138039,4,1,free,0,2.5,988,Games,39.92753601,1,04+,med
Newmoji Jeffrey Peters 933978837,933978837,1,1,free,0,3,288,Utilities,39.88344669,1,09+,high
Newmoji Jeffrey Peters 933978837,933978837,3,1,paid,0,3,288,Utilities,39.88344669,1,09+,high
3D Tuning Ishkhan Kazinyan 898369939,898369939,1,1,free,0,4.5,8168,Entertainment,39.86155415,16,04+,low
"TouchPal Keyboard - Type Fun With Emoji & Themes & Fonts TouchPal HK Co., Ltd. 909654683",909654683,22,1,free,0,4,2520,Utilities,39.82449436,7,04+,high
Five Nights at Freddy's Scott Cawthon 912536422,912536422,368,1,paid,2.99,4,23714,Games,39.81808186,1,12+,low
Sword Of Xolan ALPER SARIKAYA 982819497,982819497,8,1,paid,0.99,4.5,273,Games,39.78321934,1,12+,med
Water Your Body Daniel Floyd 337998484,337998484,1,1,paid,0.99,3,2031,other,39.73532677,1,09+,low
Solitaire MobilityWare 359917414,359917414,74,1,free,0,4.5,573388,Games,39.66690826,6,04+,med
Sleep Cycle alarm clock Northcube AB 320606217,320606217,258,1,paid,0.99,4.5,80410,other,39.64041615,8,04+,med
"Dots: A Game About Connecting Playdots, Inc. 632285588",632285588,2,1,free,0,4,11521,Games,39.5697794,1,04+,high
"iTheme - Themes for iPhone, iPad and iPod Touch - Magic Wallpapers and Backgrounds novitap GmbH 419135449",419135449,3,1,paid,1.99,4,4570,other,39.55706024,21,04+,med
Lose It! _ Weight Loss Program and Calorie Counter FitNow 297368629,297368629,1,1,free,0,4,359830,other,39.49554443,1,04+,med
"#Truthbomb by Danielle LaPorte Danielle LaPorte, Inc. 933352951",933352951,2,1,paid,1.99,3,22,other,39.28139019,1,04+,med
Piano Tiles 2 (Don't Tap The White Tile 2) Cheetah Technology Corporation Limited 1027688889,1027688889,6,1,free,0,4.5,1061,Games,39.22161865,10,04+,med
"Grindr Xtra - Gay, same sex, bi, social network to chat and meet guys Grindr LLC 319881193",319881193,81,1,paid,0.99,3,21875,other,39.20558548,1,17+,med
"Dictionary.com Dictionary & Thesaurus Dictionary.com, LLC 308750436",308750436,4,1,free,0,4,195171,other,39.13500881,9,04+,med
"YouTube Google, Inc. 544007664",544007664,373,0,free,0,2.5,181182,Photo & Video,39.05537128,37,17+,med
TurboTax Tax Preparation - Complete and efile your 2014 income taxes Intuit Inc. 940247939,940247939,11,1,free,0,4,1827,other,39.053545,1,04+,high
"Dictionary.com Dictionary & Thesaurus Premium Dictionary.com, LLC 385756768",385756768,19,1,paid,3.99,4.5,8743,other,39.01423359,9,04+,med
Dunkin' Donuts Dunkin' Donuts 552020897,552020897,5,1,free,0,2.5,1789,other,38.98726559,2,04+,med
QR Reader for iPhone TapMedia Ltd 368494609,368494609,230,1,free,0,4,12391,Utilities,38.95437527,30,12+,low
Relook Sumoing Ltd 990928352,990928352,278,1,paid,3.99,4.5,68,Photo & Video,38.87670612,10,04+,high
Unravel - Play to meet new people near you Unravel LLC 895519411,895519411,231,1,free,0,3.5,169,other,38.84708881,1,17+,med
Retrica Venticake Inc. 577423493,577423493,4,1,free,0,4.5,9536,Photo & Video,38.76747417,1,04+,med
GroupMe Mindless Dribble Inc. 392796698,392796698,27,1,free,0,4,16191,other,38.73577785,14,04+,high
"StarMap 3D+: Guide to the Night Sky, Planets, Constellations, and Astronomy Sanville Software 351986992",351986992,1,1,paid,2.99,4.5,950,other,38.62711334,31,04+,med
NumberBook Social Number Book 924643661,924643661,2,1,free,0,4,299,other,38.5682106,3,12+,med
BEAKER by THIX THIX 961227503,961227503,7,1,paid,1.99,4.5,51,other,38.50859356,5,04+,low
"Ibotta - The Cash Back App. Grocery Coupons, Retail Deals & More Ibotta, Inc. 559887125",559887125,44,1,free,0,4.5,18486,other,38.36918163,1,12+,med
Tumblr Tumblr 305343404,305343404,111,1,free,0,4.5,282094,other,38.33811188,14,17+,high
Launch Center Pro - Shortcut launcher and Today widget Contrast 532016360,532016360,1,1,paid,4.99,4,1337,other,38.29226017,1,12+,high
Easy Lock Pro - Lock Screen Wallpaper Keahn Amini 905995602,905995602,4,1,paid,1.99,4.5,754,Photo & Video,38.27462864,1,04+,med
"CamCard - Business card scanner & Business card reader & scan card INTSIG Information Co.,Ltd 347803339",347803339,14,1,paid,0.99,4.5,2598,other,38.23160458,7,04+,med
Kohl's Kohlês 472014516,472014516,26,1,free,0,3,2224,other,38.18673706,1,04+,med
Retrica Pro Venticake Inc. 577733648,577733648,1,1,paid,2.99,4,471,Photo & Video,38.15634251,1,04+,med
"Sleep Better _ Sleeping Cycle Tracker, Smart Alarm Clock & Sleep Diary runtastic 922541792",922541792,4,1,free,0,4,975,other,38.06528759,10,04+,med
Five Nights at Freddy's 3 Scott Cawthon 973482987,973482987,186,1,paid,2.99,4.5,8886,Games,38.01059151,1,12+,low
"Faraway Kingdom - Dragon Raiders Smilegate West, Inc. 888210186",888210186,1,1,free,0,4.5,1050,Games,37.94028282,12,09+,low
Layout Juicy Bits 521954577,521954577,2,1,paid,1.99,4,98,Photo & Video,37.9233942,1,04+,high
SOMA Messenger Instanza Inc. 992004655,992004655,4,1,free,0,4.5,876,other,37.88527298,22,04+,med
