start,stop,censTVC,SubjectID,UnemSpell,Censored,Age,Sex,Education,Race,NumDependents,UI,Married,CountyUnemRate,Homeowner,HourWageLastYear,WifeEmployed
8,9,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
9,10,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
10,11,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
11,12,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
12,13,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
13,14,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
14,15,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
15,16,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
16,17,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
17,18,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
18,19,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
19,20,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
20,21,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
21,22,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
22,23,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
23,24,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
24,25,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
25,26,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
26,27,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
27,28,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
28,29,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
29,30,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
30,31,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
31,32,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
32,33,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
33,34,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
34,35,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
35,36,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
36,37,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
37,38,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
38,39,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
39,40,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
40,41,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
41,42,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
42,43,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
43,44,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
44,45,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
45,46,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
46,47,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
47,48,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
48,49,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
49,50,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
50,51,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
51,52,1,5492,52,1,31,1,11,1,2,0,0,7,0,0,0
0,1,0,771,1,0,35,0,9,0,4,1,1,7,1,764,1
0,1,1,129,7,0,23,0,10,0,4,1,1,10,0,400,1
1,2,1,129,7,0,23,0,10,0,4,1,1,10,0,400,1
2,3,1,129,7,0,23,0,10,0,4,1,1,10,0,400,1
3,4,1,129,7,0,23,0,10,0,4,1,1,10,0,400,1
4,5,1,129,7,0,23,0,10,0,4,1,1,10,0,400,1
5,6,1,129,7,0,23,0,10,0,4,1,1,10,0,400,1
6,7,0,129,7,0,23,0,10,0,4,1,1,10,0,400,1
0,1,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
1,2,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
2,3,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
3,4,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
4,5,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
5,6,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
6,7,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
7,8,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
8,9,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
9,10,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
10,11,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
11,12,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
12,13,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
13,14,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
14,15,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
15,16,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
16,17,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
17,18,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
18,19,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
19,20,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
20,21,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
21,22,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
22,23,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
23,24,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
24,25,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
25,26,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
26,27,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
27,28,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
28,29,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
29,30,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
30,31,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
31,32,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
32,33,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
33,34,1,1786,34,1,55,0,12,0,4,1,1,3,1,432,1
0,1,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
1,2,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
2,3,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
3,4,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
4,5,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
5,6,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
6,7,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
7,8,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
8,9,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
9,10,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
10,11,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
11,12,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
12,13,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
13,14,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
14,15,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
15,16,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
16,17,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
17,18,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
18,19,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
19,20,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
20,21,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
21,22,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
22,23,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
23,24,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
24,25,1,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
25,26,0,1786,26,0,54,0,12,0,4,1,1,3,1,591,1
0,1,0,632,1,0,39,0,12,0,4,0,1,7,0,1510,0
0,1,1,1022,2,0,24,1,11,0,3,0,0,9.5,0,656,0
1,2,0,1022,2,0,24,1,11,0,3,0,0,9.5,0,656,0
0,1,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
1,2,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
2,3,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
3,4,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
4,5,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
5,6,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
6,7,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
7,8,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
8,9,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
9,10,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
10,11,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
11,12,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
12,13,1,40,14,0,20,0,12,0,3,0,1,5,1,561,1
13,14,0,40,14,0,20,0,12,0,3,0,1,5,1,561,1
0,1,1,2250,2,0,27,0,13,0,3,1,1,7,1,1309,0
1,2,0,2250,2,0,27,0,13,0,3,1,1,7,1,1309,0
0,1,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
1,2,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
2,3,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
3,4,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
4,5,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
5,6,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
6,7,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
7,8,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
8,9,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
9,10,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
10,11,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
11,12,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
12,13,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
13,14,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
14,15,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
15,16,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
16,17,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
17,18,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
18,19,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
19,20,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
20,21,1,840,22,0,23,0,9,1,4,1,1,5,0,450,0
21,22,0,840,22,0,23,0,9,1,4,1,1,5,0,450,0
0,1,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
1,2,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
2,3,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
3,4,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
4,5,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
5,6,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
6,7,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
7,8,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
8,9,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
9,10,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
10,11,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
11,12,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
12,13,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
13,14,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
14,15,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
15,16,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
16,17,1,840,17,1,23,0,9,1,4,1,1,5,0,274,0
0,1,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
1,2,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
2,3,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
3,4,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
4,5,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
5,6,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
6,7,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
7,8,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
8,9,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
9,10,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
10,11,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
11,12,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
12,13,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
13,14,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
14,15,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
15,16,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
16,17,1,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
17,18,0,1166,18,0,26,0,11,0,2,1,1,8,0,916,0
0,1,1,5995,6,0,46,0,8,1,4,1,1,12,1,1359,0
1,2,1,5995,6,0,46,0,8,1,4,1,1,12,1,1359,0
2,3,1,5995,6,0,46,0,8,1,4,1,1,12,1,1359,0
3,4,1,5995,6,0,46,0,8,1,4,1,1,12,1,1359,0
4,5,1,5995,6,0,46,0,8,1,4,1,1,12,1,1359,0
5,6,0,5995,6,0,46,0,8,1,4,1,1,12,1,1359,0
0,1,1,5995,2,0,45,0,8,1,4,1,1,13,1,1217,0
1,2,0,5995,2,0,45,0,8,1,4,1,1,13,1,1217,0
0,1,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
1,2,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
2,3,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
3,4,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
4,5,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
5,6,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
6,7,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
7,8,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
8,9,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
9,10,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
10,11,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
11,12,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
12,13,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
13,14,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
14,15,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
15,16,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
16,17,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
17,18,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
18,19,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
19,20,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
20,21,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
21,22,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
22,23,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
23,24,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
24,25,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
25,26,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
26,27,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
27,28,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
28,29,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
29,30,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
30,31,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
31,32,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
32,33,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
33,34,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
34,35,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
35,36,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
36,37,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
37,38,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
38,39,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
39,40,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
40,41,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
41,42,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
42,43,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
43,44,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
44,45,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
45,46,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
46,47,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
47,48,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
48,49,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
49,50,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
50,51,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
51,52,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
52,53,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
53,54,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
54,55,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
55,56,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
56,57,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
57,58,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
58,59,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
59,60,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
60,61,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
61,62,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
62,63,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
63,64,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
64,65,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
65,66,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
66,67,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
67,68,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
68,69,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
69,70,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
70,71,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
71,72,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
72,73,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
73,74,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
74,75,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
75,76,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
76,77,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
77,78,1,6115,78,1,26,0,12,1,5,1,1,11,1,0,0
0,1,1,2434,4,0,34,0,16,0,4,1,0,7,0,524,0
1,2,1,2434,4,0,34,0,16,0,4,1,0,7,0,524,0
2,3,1,2434,4,0,34,0,16,0,4,1,0,7,0,524,0
3,4,0,2434,4,0,34,0,16,0,4,1,0,7,0,524,0
0,1,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
1,2,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
2,3,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
3,4,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
4,5,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
5,6,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
6,7,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
7,8,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
8,9,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
9,10,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
10,11,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
11,12,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
12,13,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
13,14,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
14,15,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
15,16,1,4,17,0,28,0,9,0,4,1,1,7,1,476,1
16,17,0,4,17,0,28,0,9,0,4,1,1,7,1,476,1
0,1,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
1,2,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
2,3,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
3,4,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
4,5,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
5,6,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
6,7,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
7,8,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
8,9,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
9,10,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
10,11,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
11,12,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
12,13,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
13,14,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
14,15,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
15,16,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
16,17,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
17,18,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
18,19,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
19,20,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
20,21,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
21,22,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
22,23,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
23,24,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
24,25,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
25,26,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
26,27,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
27,28,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
28,29,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
29,30,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
30,31,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
31,32,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
32,33,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
33,34,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
34,35,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
35,36,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
36,37,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
37,38,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
38,39,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
39,40,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
40,41,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
41,42,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
42,43,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
43,44,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
44,45,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
45,46,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
46,47,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
47,48,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
48,49,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
49,50,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
50,51,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
51,52,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
52,53,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
53,54,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
54,55,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
55,56,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
56,57,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
57,58,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
58,59,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
59,60,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
60,61,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
61,62,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
62,63,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
63,64,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
64,65,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
65,66,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
66,67,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
67,68,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
68,69,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
69,70,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
70,71,1,548,71,1,38,0,12,0,7,1,1,12,1,0,0
0,1,1,796,2,0,27,0,11,0,2,1,1,6,0,918,1
1,2,0,796,2,0,27,0,11,0,2,1,1,6,0,918,1
0,1,1,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
1,2,1,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
2,3,1,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
3,4,1,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
4,5,1,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
5,6,1,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
6,7,1,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
7,8,0,1541,8,0,25,0,12,0,3,1,1,13,1,1206,0
0,1,1,245,2,0,29,0,13,1,4,1,1,11,1,972,1
1,2,0,245,2,0,29,0,13,1,4,1,1,11,1,972,1
0,1,1,1353,2,0,26,0,14,0,3,0,1,9.5,1,998,1
1,2,0,1353,2,0,26,0,14,0,3,0,1,9.5,1,998,1
0,1,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
1,2,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
2,3,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
3,4,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
4,5,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
5,6,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
6,7,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
7,8,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
8,9,1,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
9,10,0,2713,10,0,39,0,13,0,1,1,0,9,0,471,0
0,1,1,2515,2,0,26,0,12,0,4,0,1,5,0,239,1
1,2,0,2515,2,0,26,0,12,0,4,0,1,5,0,239,1
0,1,1,1893,2,0,23,0,12,0,2,0,1,5,0,517,1
1,2,0,1893,2,0,23,0,12,0,2,0,1,5,0,517,1
0,1,1,1762,98,1,29,1,10,0,4,0,0,12,0,0,0
1,2,1,1762,98,1,29,1,10,0,4,0,0,12,0,0,0
2,3,1,1762,98,1,29,1,10,0,4,0,0,12,0,0,0
3,4,1,1762,98,1,29,1,10,0,4,0,0,12,0,0,0
4,5,1,1762,98,1,29,1,10,0,4,0,0,12,0,0,0
5,6,1,1762,98,1,29,1,10,0,4,0,0,12,0,0,0
6,7,1,1762,98,1,29,1,10,0,4,0,0,12,0,0,0
