Sex,USA,White,NameChange,Drama,Birth,Final,Alive,Films,FourStarFilms,Wins,Noms,FirstFilmYear,FirstWinYear,FirstNomYear
1,No,Yes,No,Yes,1911,1995,0,122,20,0,0,1941,,
1,Yes,Yes,Yes,No,1939,2001,1,51,5,0,1,1962,,1967
1,Yes,Yes,No,Yes,1952,2001,1,21,4,0,0,1979,,
1,Yes,Yes,No,Yes,1941,2001,1,73,9,0,1,1969,,1991
1,Yes,Yes,No,No,1931,2001,1,30,5,0,0,1970,,
1,No,Yes,No,Yes,1957,2001,1,13,2,0,0,1980,,
1,No,Yes,No,Yes,1889,1975,0,62,10,0,0,1928,,
1,Yes,Yes,No,Yes,1925,2001,1,14,1,0,0,1943,,
1,Yes,Yes,No,Yes,1941,2001,1,33,4,0,0,1971,,
1,Yes,Yes,No,Yes,1955,2001,1,30,5,0,1,1975,,1980
1,Yes,Yes,No,Yes,1938,2001,1,60,5,0,0,1958,,
1,No,Yes,No,Yes,1908,1985,0,63,18,0,1,1936,,1947
1,Yes,Yes,No,No,1907,1961,0,50,2,0,0,1933,,
1,No,Yes,No,Yes,1921,2001,1,4,2,0,0,1965,,
1,Yes,Yes,No,Yes,1923,1995,0,30,6,0,1,1957,,1974
1,No,Yes,No,Yes,1935,2001,0,23,8,0,0,1962,,
0,Yes,Yes,No,Yes,1957,2001,1,31,3,0,3,1980,,1988
1,Yes,Yes,Yes,Yes,1920,2001,1,205,30,0,4,1927,,1939
1,Yes,Yes,No,No,1920,1985,0,32,3,0,0,1952,,
1,Yes,Yes,No,Yes,1939,2001,1,40,7,0,0,1967,,
1,No,Yes,No,Yes,1948,2001,1,18,0,0,1,1973,,1977
0,Yes,Yes,No,Yes,1904,1991,0,38,8,0,2,1945,,1951
0,Yes,Yes,No,Yes,1908,1994,0,36,9,0,1,1940,,1967
0,No,Yes,No,Yes,1900,1980,0,1,0,0,1,1938,,1938
1,No,Yes,No,No,1900,1953,0,26,8,0,0,1931,,
1,No,Yes,No,No,1926,2001,1,40,4,0,0,1952,,
0,Yes,Yes,No,No,1896,1966,0,160,17,0,0,1934,,
0,Yes,Yes,No,Yes,1892,1973,0,78,10,0,0,1929,,
0,No,Yes,No,Yes,1972,2001,1,9,4,0,1,1990,,1997
0,Yes,Yes,No,Yes,1967,2001,1,15,3,1,1,1993,1995,1995
0,No,Yes,No,Yes,1958,2001,1,29,3,0,2,1985,,1992
0,Yes,Yes,No,Yes,1902,1984,0,37,8,0,1,1930,,1935
0,No,Yes,No,No,1925,2001,1,26,7,0,0,1952,,
0,Yes,Yes,No,Yes,1964,2001,1,20,2,1,1,1984,1992,1992
0,No,No,No,Yes,1929,2001,1,5,1,1,1,1957,1957,1957
0,No,Yes,No,No,1910,2001,1,52,2,0,0,1931,,
0,Yes,Yes,No,Yes,1906,1977,0,20,3,0,0,1949,,
0,Yes,Yes,No,Yes,1926,2001,1,38,3,0,0,1944,,
0,No,Yes,No,Yes,1903,1988,0,49,8,0,0,1949,,
1,No,Yes,No,Yes,1877,1943,0,143,18,0,0,1914,,
1,Yes,Yes,No,Yes,1890,1963,0,215,29,0,0,1915,,
1,Yes,Yes,No,Yes,1920,1966,0,20,11,0,4,1948,,1948
1,Yes,Yes,No,No,1888,1963,0,28,6,0,2,1936,,1942
1,Yes,No,No,Yes,1937,2001,1,44,11,0,3,1971,,1987
1,Yes,Yes,No,Yes,1889,1954,0,100,18,0,0,1931,,
1,Yes,No,No,Yes,1929,1993,0,45,10,0,0,1964,,
1,No,Yes,No,Yes,1932,2001,1,41,5,0,0,1961,,
0,Yes,Yes,No,Yes,1939,1973,0,6,2,0,0,1955,,
0,Yes,Yes,Yes,Yes,1905,1993,0,127,22,0,0,1925,,
0,No,Yes,No,No,1905,1992,0,11,1,0,0,1950,,
0,Yes,Yes,No,Yes,1888,1955,0,99,7,0,0,1935,,
0,Yes,Yes,No,No,1950,2001,1,26,5,0,0,1973,,
0,Yes,Yes,No,No,1920,1989,0,7,0,0,0,1970,,
0,Yes,Yes,Yes,Yes,1906,1965,0,40,1,0,1,1927,,1930
0,Yes,Yes,No,Yes,1926,2001,1,39,2,0,0,1942,,
0,Yes,Yes,No,No,1960,2001,1,9,2,0,0,1986,,
0,Yes,Yes,No,Yes,1921,1995,0,33,4,0,1,1929,,1956
0,Yes,Yes,No,No,1921,1991,0,32,6,0,0,1951,,
0,Yes,Yes,No,Yes,1928,2000,0,30,5,0,0,1950,,
0,Yes,Yes,No,Yes,1928,2001,1,18,1,0,1,1949,,1950
0,No,Yes,No,Yes,1934,2001,1,31,2,0,0,1954,,
0,Yes,Yes,No,No,1905,1991,0,19,1,0,0,1924,,
0,Yes,Yes,No,Yes,1900,1991,0,36,3,0,0,1941,,
0,Yes,Yes,Yes,Yes,1938,1981,0,61,12,0,3,1943,,1955
0,No,Yes,No,Yes,1963,2001,1,16,2,0,0,1984,,
1,Yes,Yes,No,Yes,1937,2001,1,110,17,0,1,1970,,1976
1,No,Yes,No,Yes,1905,1984,0,57,8,0,0,1938,,
1,No,Yes,No,Yes,1920,2001,1,63,12,0,0,1948,,
1,Yes,Yes,No,Yes,1905,1966,0,146,16,0,0,1938,,
1,Yes,Yes,No,No,1921,1992,0,67,7,0,0,1949,,
1,Yes,Yes,Yes,Yes,1931,1968,0,35,6,0,1,1952,,1963
1,Yes,Yes,No,Yes,1940,2001,1,40,6,0,2,1974,,1991
0,No,Yes,No,Yes,1945,2001,1,13,2,0,0,1967,,
1,Yes,Yes,Yes,No,1964,2001,1,34,7,1,1,1982,1995,1995
1,No,Yes,No,Yes,1928,2001,1,55,7,0,0,1954,,
1,No,Yes,No,Yes,1929,2001,1,32,8,0,1,1972,,1994
0,No,Yes,Yes,Yes,1924,2001,1,60,9,0,1,1943,,1954
0,Yes,Yes,No,No,1952,2001,1,10,3,0,0,1988,,
1,Yes,Yes,No,No,1930,2001,1,1,0,0,1,1986,,1984
0,No,Yes,No,Yes,1941,2001,1,12,2,0,1,1969,,1987
0,No,Yes,No,Yes,1900,1983,0,52,6,1,6,1920,1930,1930
0,No,Yes,No,No,1898,1989,0,80,9,0,0,1932,,
1,Yes,Yes,No,Yes,1879,1956,0,17,3,0,0,1945,,
1,No,Yes,No,Yes,1905,1989,0,33,6,0,0,1937,,
0,Yes,Yes,No,Yes,1902,1970,0,50,1,0,0,1932,,
1,Yes,Yes,No,Yes,1894,1965,0,6,2,0,0,1950,,
1,Yes,Yes,No,No,1896,1959,0,144,14,0,0,1924,,
1,Yes,Yes,No,No,1892,1957,0,183,16,0,0,1914,,
0,Yes,No,No,Yes,1942,2001,1,17,7,0,0,1977,,
0,No,Yes,No,Yes,1916,2001,1,60,17,2,5,1935,1946,1939
0,Yes,Yes,No,Yes,1931,2001,1,42,8,1,1,1964,1987,1987
1,No,Yes,Yes,Yes,1932,2001,1,60,4,0,1,1958,,1962
0,Yes,Yes,No,Yes,1906,1955,0,20,3,0,0,1931,,
0,Yes,No,No,Yes,1954,2001,1,11,2,0,1,1985,,1985
1,Yes,Yes,Yes,No,1928,2001,1,15,1,0,0,1955,,
1,Yes,Yes,No,Yes,1915,1985,0,146,30,0,1,1929,,1941
1,No,Yes,No,Yes,1901,1978,0,48,5,0,1,1928,,1948
1,No,Yes,Yes,Yes,1922,1984,0,20,9,0,1,1949,,1965
0,Yes,Yes,No,Yes,1888,1972,0,56,11,0,0,1915,,
1,No,Yes,No,Yes,1906,1988,0,62,4,0,0,1940,,
0,Yes,Yes,No,Yes,1957,2001,1,16,1,0,0,1988,,
1,Yes,Yes,No,Yes,1903,1970,0,113,29,0,0,1934,,
1,Yes,Yes,No,Yes,1923,2001,1,93,20,0,0,1954,,
0,Yes,Yes,No,Yes,1892,1974,0,8,3,0,1,1941,,1941
0,Yes,Yes,No,Yes,1921,2001,1,8,0,0,0,1946,,
0,Yes,Yes,No,Yes,1926,2001,1,49,8,1,2,1947,1963,1961
0,No,Yes,No,Yes,1925,2000,0,34,2,0,0,1943,,
0,No,Yes,No,No,1934,2001,1,24,3,0,0,1961,,
0,Yes,Yes,No,Yes,1946,2001,1,65,9,1,1,1955,1962,1962
0,Yes,Yes,Yes,Yes,1945,2001,1,21,2,0,1,1956,,1956
1,Yes,Yes,No,Yes,1944,2001,1,48,9,0,0,1971,,
1,Yes,Yes,No,No,1920,1986,0,55,14,0,0,1948,,
1,Yes,Yes,Yes,Yes,1952,2001,1,35,10,0,0,1982,,
1,No,Yes,Yes,Yes,1895,1971,0,87,6,1,1,1928,1943,1943
1,Yes,Yes,Yes,Yes,1936,2001,1,25,5,0,0,1964,,
1,Yes,Yes,No,No,1939,2001,1,24,3,0,0,1968,,
1,No,Yes,Yes,Yes,1895,1967,0,23,8,1,6,1929,1936,1929
1,Yes,Yes,No,Yes,1925,2001,1,78,17,1,8,1953,1986,1958
1,Yes,Yes,No,Yes,1922,2001,1,59,3,0,0,1950,,
1,No,Yes,No,Yes,1963,2001,1,11,1,0,0,1986,,
1,No,Yes,No,Yes,1878,1954,0,16,3,0,0,1941,,
1,No,Yes,No,Yes,1922,2001,1,28,6,1,2,1926,1966,1966
1,Yes,Yes,No,Yes,1908,1986,0,47,10,0,0,1941,,
1,Yes,No,No,Yes,1941,2001,1,65,10,0,1,1969,,1972
0,Yes,Yes,Yes,No,1911,1990,0,47,9,0,1,1929,,1943
0,No,Yes,No,Yes,1965,2001,1,7,0,0,0,1983,,
0,No,Yes,No,Yes,1940,2001,1,7,1,0,1,1966,,1989
0,Yes,No,No,Yes,1918,1990,0,17,2,0,0,1947,,
0,No,Yes,No,Yes,1907,1991,0,20,5,1,1,1933,1984,1984
0,Yes,Yes,No,No,1925,1999,0,11,2,0,1,1952,,1958
0,Yes,Yes,Yes,Yes,1920,2001,1,23,4,0,1,1942,,1955
0,Yes,Yes,No,No,1892,1978,0,23,3,0,1,1919,,1965
0,Yes,Yes,No,Yes,1915,1982,0,11,5,0,0,1935,,
0,Yes,Yes,No,Yes,1949,2001,1,18,4,0,1,1974,,1978
0,Yes,Yes,No,Yes,1940,2001,1,23,7,0,0,1971,,
0,Yes,Yes,No,Yes,1916,2001,1,20,4,0,0,1955,,
1,No,Yes,No,Yes,1920,1992,0,63,9,0,0,1954,,
1,Yes,Yes,No,Yes,1945,2001,1,27,3,0,1,1984,,1993
1,No,Yes,No,Yes,1920,1983,0,43,4,0,0,1937,,
1,No,Yes,No,No,1912,1984,0,61,11,0,0,1936,,
1,Yes,Yes,No,Yes,1922,1995,0,10,2,0,0,1964,,
1,No,Yes,No,No,1913,1994,0,108,7,0,0,1939,,
1,Yes,Yes,No,No,1927,2001,1,98,24,0,2,1958,,1960
1,No,Yes,Yes,Yes,1916,1977,0,49,9,1,2,1938,1976,1971
1,No,Yes,No,Yes,1953,2001,1,24,3,0,1,1973,,1977
1,Yes,Yes,No,Yes,1939,2001,1,53,5,0,1,1963,,1997
1,Yes,Yes,No,Yes,1917,1996,0,40,9,0,0,1941,,
1,No,Yes,No,Yes,1946,2001,1,5,0,0,0,1977,,
1,No,Yes,No,Yes,1932,2001,1,57,14,0,7,1955,,1962
1,No,Yes,No,No,1925,1980,0,70,12,0,2,1951,,1964
1,Yes,Yes,No,No,1912,1968,0,34,4,0,0,1951,,
1,No,Yes,No,No,1921,2001,1,93,15,2,3,1940,1960,1951
1,Yes,Yes,No,No,1913,1985,0,9,0,0,0,1955,,
1,Yes,Yes,No,Yes,1894,1974,0,64,9,0,0,1920,,
1,Yes,Yes,No,Yes,1932,2001,1,35,8,0,0,1970,,
1,Yes,Yes,No,Yes,1930,2001,1,38,6,0,0,1968,,
1,Yes,Yes,No,Yes,1925,2001,1,49,4,0,0,1951,,
1,No,Yes,Yes,Yes,1905,1975,0,24,3,0,0,1938,,
1,No,Yes,No,Yes,1930,2001,1,123,13,0,0,1949,,
1,Yes,Yes,No,Yes,1890,1981,0,118,14,0,0,1914,,
0,Yes,Yes,No,Yes,1920,1993,0,5,0,0,0,1948,,
0,No,Yes,No,No,1938,2001,1,2,1,0,0,1964,,
1,Yes,Yes,No,Yes,1887,1960,0,290,24,0,0,1931,,
0,Yes,Yes,Yes,Yes,1932,2001,1,63,18,0,3,1950,,1961
0,Yes,Yes,Yes,Yes,1956,2001,1,26,4,0,0,1976,,
1,Yes,Yes,No,No,1888,1953,0,66,14,0,0,1931,,
1,Yes,Yes,No,Yes,1949,2001,1,33,7,0,0,1977,,
0,Yes,Yes,No,No,1915,1960,0,23,5,0,0,1935,,
0,No,Yes,No,Yes,1932,2001,1,33,5,0,0,1952,,
0,Yes,Yes,No,Yes,1908,1978,0,30,8,0,0,1935,,
0,Yes,Yes,No,No,1967,2001,1,5,1,0,1,1976,,1977
1,Yes,Yes,No,Yes,1944,2001,1,33,6,0,0,1977,,
0,No,Yes,No,Yes,1927,1980,0,32,6,0,1,1953,,1963
1,Yes,Yes,No,No,1899,1974,0,80,5,0,0,1930,,
1,Yes,Yes,No,Yes,1904,1991,0,137,12,0,1,1931,,1937
1,No,Yes,No,Yes,1962,2001,1,9,6,0,2,1991,,1993
1,Yes,Yes,No,Yes,1916,1987,0,26,5,0,0,1952,,
1,No,Yes,No,Yes,1902,1983,0,70,17,0,2,1933,,1949
1,Yes,Yes,No,No,1899,1963,0,119,10,0,0,1937,,
1,Yes,Yes,No,No,1918,2001,1,47,9,0,0,1938,,
1,Yes,Yes,No,No,1953,2001,1,65,12,0,1,1968,,1973
1,No,Yes,Yes,Yes,1940,1995,0,42,4,0,0,1969,,
1,Yes,Yes,No,Yes,1890,1965,0,80,15,0,0,1941,,
1,No,Yes,No,Yes,1926,1989,0,31,6,0,0,1957,,
1,No,Yes,Yes,Yes,1908,1986,0,153,15,1,1,1929,1945,1945
1,Yes,Yes,No,No,1902,1976,0,168,22,0,0,1938,,
1,Yes,Yes,No,Yes,1905,1980,0,48,10,0,0,1939,,
1,No,Yes,No,Yes,1896,1983,0,55,14,0,1,1931,,1940
1,Yes,Yes,No,No,1895,1981,0,32,1,0,0,1924,,
1,Yes,Yes,Yes,Yes,1919,2001,1,43,6,1,1,1944,1957,1957
1,No,Yes,No,No,1903,1980,0,54,5,0,0,1931,,
1,Yes,Yes,No,Yes,1901,1991,0,172,15,0,0,1922,,
0,Yes,Yes,No,Yes,1937,2001,1,13,2,0,0,1967,,
1,Yes,Yes,No,Yes,1939,2001,1,27,4,0,0,1964,,
1,No,Yes,No,Yes,1908,1990,0,52,12,1,2,1930,1964,1963
1,No,Yes,No,Yes,1920,2001,1,82,8,0,0,1944,,
1,Yes,Yes,Yes,Yes,1899,1976,0,142,7,0,0,1925,,
1,Yes,Yes,No,Yes,1895,1963,0,65,7,0,2,1916,,1928
1,No,Yes,Yes,Yes,1925,1984,0,70,15,0,7,1949,,1952
1,Yes,Yes,No,No,1931,1988,0,8,3,0,1,1966,,1970
1,Yes,Yes,No,Yes,1935,2001,1,50,10,0,0,1960,,
1,Yes,Yes,Yes,Yes,1894,1949,0,97,4,0,1,1917,,1931
1,Yes,Yes,No,No,1947,2001,1,48,14,1,2,1967,1977,1977
1,Yes,Yes,No,Yes,1929,2001,1,45,10,0,0,1963,,
1,Yes,Yes,No,Yes,1920,2000,0,55,9,0,2,1966,,1978
1,No,Yes,No,Yes,1932,2001,1,62,5,0,2,1959,,1963
1,Yes,Yes,No,Yes,1926,1997,0,94,7,0,1,1943,,1971
1,Yes,Yes,No,No,1928,2001,1,106,14,0,0,1936,,
1,No,Yes,No,Yes,1918,2001,1,39,7,0,0,1950,,
1,No,Yes,Yes,Yes,1919,2001,1,55,6,0,1,1949,,1949
1,Yes,Yes,No,Yes,1914,2001,1,81,11,0,1,1947,,1947
1,Yes,Yes,No,Yes,1954,2001,1,36,7,0,0,1981,,
1,Yes,Yes,No,No,1956,1995,0,15,2,0,0,1980,,
1,Yes,Yes,No,Yes,1931,2001,1,106,16,0,1,1956,,1983
0,Yes,Yes,No,Yes,1918,1987,0,67,9,0,0,1935,,
0,No,Yes,Yes,Yes,1931,2001,1,54,6,1,1,1945,1961,1961
1,Yes,Yes,Yes,Yes,1970,1993,0,17,6,0,1,1985,,1988
1,No,Yes,No,Yes,1950,2001,1,37,4,0,0,1980,,
1,Yes,Yes,No,No,1923,1978,0,13,2,0,0,1931,,
1,Yes,Yes,No,Yes,1943,2001,1,61,24,2,6,1968,1974,1974
1,No,Yes,No,Yes,1905,1958,0,22,9,1,2,1933,1939,1938
1,Yes,Yes,No,No,1965,2001,1,39,4,0,1,1970,,1992
1,Yes,Yes,No,Yes,1930,2001,1,88,26,1,6,1962,1983,1972
1,Yes,Yes,No,Yes,1885,1962,0,117,12,0,0,1926,,
1,Yes,Yes,No,No,1883,1981,0,124,9,0,0,1931,,
1,Yes,Yes,No,Yes,1941,2001,1,1,1,0,1,1986,,1997
1,No,Yes,No,Yes,1925,2001,1,38,4,0,0,1958,,
1,No,Yes,No,Yes,1951,2001,1,37,5,0,0,1980,,
1,Yes,Yes,No,Yes,1917,1979,0,44,9,0,0,1946,,
1,Yes,Yes,No,Yes,1930,2001,1,78,12,0,1,1956,,1985
1,Yes,Yes,No,Yes,1917,1997,0,150,20,0,1,1943,,1945
1,Yes,Yes,No,Yes,1904,1981,0,69,9,0,2,1926,,1937
1,No,Yes,No,No,1908,1992,0,92,10,0,1,1938,,1938
1,Yes,Yes,No,No,1955,2001,1,19,2,0,0,1984,,
1,Yes,Yes,Yes,Yes,1917,1987,0,58,9,0,1,1938,,1982
1,Yes,Yes,No,Yes,1937,2001,1,56,18,0,1,1959,,1973
1,Yes,Yes,Yes,Yes,1932,1993,0,46,3,0,0,1958,,
1,Yes,Yes,No,Yes,1909,1973,0,72,9,0,1,1940,,1947
1,Yes,Yes,No,Yes,1927,1978,0,1,0,0,1,1952,,1966
1,Yes,Yes,Yes,Yes,1919,2001,1,96,5,0,1,1939,,1956
1,Yes,Yes,No,No,1913,1975,0,37,4,0,1,1942,,1953
1,Yes,Yes,No,Yes,1932,2001,1,124,6,0,1,1955,,1959
1,Yes,Yes,No,No,1951,2001,1,18,3,0,0,1980,,
1,Yes,Yes,No,Yes,1907,1998,0,111,18,0,0,1924,,
1,Yes,Yes,No,Yes,1924,2001,1,28,6,0,0,1971,,
1,Yes,Yes,No,No,1952,2001,1,69,11,1,4,1971,1997,1987
0,No,Yes,No,No,1950,2001,1,15,1,0,0,1978,,
1,Yes,Yes,Yes,Yes,1925,1985,0,87,12,0,1,1948,,1956
1,Yes,Yes,No,Yes,1925,2001,1,109,13,1,3,1950,1967,1954
1,No,Yes,No,Yes,1906,1976,0,31,7,0,0,1931,,
1,No,Yes,No,No,1887,1953,0,68,13,0,1,1922,,1937
1,No,Yes,Yes,No,1924,2001,1,34,4,0,1,1937,,1968
1,Yes,Yes,No,Yes,1946,2001,1,43,7,0,0,1976,,
0,No,Yes,No,No,1926,2001,1,28,3,0,0,1945,,
1,Yes,Yes,No,Yes,1942,2001,1,23,3,0,0,1980,,
1,No,Yes,No,Yes,1891,1958,0,56,19,1,4,1917,1947,1930
0,Yes,Yes,No,Yes,1946,2001,1,19,3,0,1,1971,,1975
0,Yes,Yes,No,Yes,1934,2001,1,4,2,0,0,1936,,
0,Yes,No,No,Yes,1938,1995,0,31,3,0,0,1971,,
0,No,Yes,No,Yes,1884,1959,0,17,4,0,0,1916,,
0,Yes,Yes,No,No,1908,1976,0,54,9,0,4,1934,,1942
0,Yes,Yes,No,Yes,1959,2001,1,48,8,0,0,1977,,
1,Yes,Yes,No,No,1892,1962,0,96,12,0,0,1929,,
1,Yes,Yes,No,Yes,1925,2001,1,48,4,0,0,1961,,
0,Yes,Yes,No,Yes,1932,2001,1,15,8,0,0,1968,,
0,Yes,Yes,No,Yes,1906,2000,0,43,2,0,0,1930,,
0,Yes,Yes,No,No,1875,1955,0,17,3,0,0,1935,,
0,Yes,Yes,No,Yes,1913,2001,0,50,3,0,0,1931,,
0,No,Yes,No,Yes,1930,2001,1,16,4,0,1,1954,,1994
0,No,Yes,No,Yes,1925,2001,1,24,7,0,0,1957,,
1,No,No,No,Yes,1942,2001,1,24,3,0,0,1974,,
0,Yes,Yes,No,Yes,1964,2001,1,10,1,0,1,1989,,1993
0,Yes,Yes,No,Yes,1929,1995,0,5,0,0,0,1974,,
1,Yes,Yes,No,Yes,1900,1975,0,93,12,0,0,1942,,
1,Yes,Yes,No,Yes,1935,2001,1,42,8,0,2,1963,,1971
1,Yes,Yes,No,Yes,1900,1969,0,5,3,0,0,1947,,
0,Yes,Yes,No,Yes,1899,1987,0,20,1,0,0,1942,,
1,Yes,Yes,No,Yes,1895,1987,0,15,0,0,0,1914,,
1,Yes,Yes,No,Yes,1913,1982,0,18,7,0,0,1951,,
1,Yes,Yes,No,Yes,1927,1973,0,7,2,0,1,1959,,1969
1,Yes,Yes,No,Yes,1934,2001,1,62,18,0,1,1948,,1957
1,Yes,Yes,No,Yes,1897,1965,0,25,2,0,0,1943,,
0,Yes,Yes,No,Yes,1893,1961,0,27,2,0,2,1928,,1929
0,Yes,Yes,Yes,No,1896,1985,0,39,8,1,2,1920,1968,1965
0,Yes,Yes,Yes,Yes,1914,2001,1,44,11,0,1,1937,,1940
1,Yes,Yes,No,No,1941,2001,1,27,6,0,1,1969,,1970
1,Yes,Yes,No,Yes,1939,1976,0,36,4,0,2,1954,,1955
0,Yes,Yes,No,Yes,1908,1978,0,64,3,0,0,1927,,
0,Yes,Yes,No,Yes,1946,2001,1,37,6,2,2,1967,1979,1979
0,Yes,Yes,No,No,1938,2001,1,62,4,0,1,1957,,1970
0,Yes,Yes,No,Yes,1944,2001,1,68,7,0,1,1960,,1973
1,No,Yes,No,No,1900,1969,0,6,1,0,0,1956,,
1,Yes,Yes,No,Yes,1891,1984,0,45,14,0,1,1932,,1950
1,Yes,Yes,Yes,Yes,1943,2001,1,28,5,0,1,1968,,1983
1,Yes,Yes,No,Yes,1940,2001,1,69,13,0,1,1966,,1984
0,No,Yes,No,Yes,1939,2001,1,45,1,0,1,1962,,1965
0,No,Yes,No,No,1943,2001,1,3,1,0,0,1967,,
0,Yes,Yes,No,Yes,1970,2001,1,19,2,0,0,1988,,
1,Yes,No,No,Yes,1948,2001,1,50,11,0,1,1981,,1989
0,Yes,Yes,No,Yes,1937,1992,0,25,2,1,1,1961,1966,1966
0,No,Yes,No,Yes,1879,1950,0,50,8,0,1,1929,,1941
0,No,Yes,No,Yes,1941,2001,1,33,3,0,1,1962,,1970
1,Yes,Yes,No,Yes,1924,1985,0,78,5,0,0,1948,,
1,No,Yes,No,No,1930,2001,1,74,11,1,1,1950,1987,1987
1,Yes,Yes,No,Yes,1960,2001,1,33,8,0,2,1980,,1995
1,No,No,No,Yes,1889,1973,0,37,3,0,1,1913,,1957
1,Yes,Yes,No,No,1940,1986,0,17,5,0,0,1968,,
1,Yes,Yes,No,Yes,1935,2001,1,75,8,0,1,1960,,1968
0,No,Yes,No,No,1957,2001,1,40,1,0,0,1983,,
0,Yes,Yes,No,Yes,1957,2001,1,38,2,0,1,1980,,1995
1,Yes,Yes,No,No,1924,2001,1,6,2,0,0,1959,,
1,Yes,Yes,Yes,Yes,1907,1997,0,75,7,0,0,1936,,
0,Yes,Yes,No,No,1949,2001,1,34,10,0,0,1970,,
0,Yes,Yes,Yes,Yes,1922,2001,1,131,20,2,4,1943,1959,1951
0,Yes,Yes,Yes,Yes,1907,1992,0,8,2,1,1,1952,1952,1952
0,Yes,Yes,No,Yes,1934,2001,1,43,6,1,1,1946,1952,1960
0,Yes,Yes,No,Yes,1937,2001,1,56,8,0,2,1959,,1960
0,Yes,Yes,Yes,No,1934,2001,1,57,14,1,5,1955,1983,1958
1,Yes,Yes,No,No,1939,2001,1,43,3,0,0,1962,,
1,Yes,Yes,No,No,1895,1962,0,175,13,0,0,1930,,
1,No,No,No,No,1913,1976,0,121,12,0,0,1947,,
1,Yes,No,No,Yes,1924,2001,1,56,14,1,2,1950,1963,1958
0,Yes,Yes,No,No,1949,2001,1,27,8,0,3,1977,,1983
1,No,Yes,No,Yes,1949,2001,1,23,4,0,0,1984,,
0,No,Yes,Yes,Yes,1921,1985,0,64,9,1,2,1937,1959,1959
0,Yes,Yes,No,Yes,1949,2001,1,36,6,1,5,1972,1980,1976
1,No,Yes,Yes,No,1886,1962,0,90,8,0,0,1915,,
0,Yes,Yes,No,Yes,1947,2001,1,25,2,0,1,1968,,1968
0,No,Yes,Yes,Yes,1934,2001,1,86,5,1,2,1950,1961,1961
1,Yes,Yes,No,Yes,1900,1967,0,79,29,2,9,1930,1937,1936
0,Yes,Yes,No,No,1893,1971,0,99,15,0,1,1933,,1938
0,Yes,Yes,No,Yes,1954,2001,1,10,2,0,0,1978,,
0,Yes,Yes,No,Yes,1941,2001,1,71,4,0,0,1963,,
1,Yes,Yes,No,No,1931,1991,0,27,2,0,0,1969,,
1,No,Yes,No,No,1890,1982,0,66,12,0,1,1933,,1964
1,Yes,Yes,No,Yes,1926,2001,1,29,6,0,0,1957,,
0,Yes,Yes,No,Yes,1937,2001,1,5,2,0,0,1955,,
0,Yes,Yes,Yes,Yes,1936,2001,1,85,4,0,0,1959,,
1,No,Yes,No,Yes,1951,2001,1,36,8,0,0,1972,,
1,No,Yes,No,Yes,1943,2001,1,29,4,0,1,1970,,1992
1,Yes,Yes,No,No,1921,2000,0,62,7,0,0,1949,,
1,Yes,Yes,No,Yes,1958,2001,1,50,13,0,0,1986,,
1,Yes,Yes,No,Yes,1930,1980,0,40,12,0,1,1956,,1966
0,Yes,Yes,Yes,Yes,1944,2001,1,40,5,0,1,1971,,1993
1,Yes,Yes,No,No,1903,1967,0,1,0,0,1,1930,,1936
1,Yes,Yes,No,No,1946,2001,1,36,3,0,0,1977,,
1,Yes,Yes,No,Yes,1928,2001,1,121,10,0,1,1951,,1961
0,Yes,Yes,No,Yes,1945,2001,1,29,8,0,0,1970,,
0,Yes,Yes,Yes,Yes,1918,1975,0,65,7,1,5,1929,1958,1947
0,Yes,Yes,Yes,Yes,1946,1984,0,6,2,0,0,1980,,
0,Yes,Yes,No,Yes,1936,2001,1,10,1,0,1,1955,,1959
0,Yes,Yes,No,Yes,1937,1990,0,28,7,0,0,1957,,
0,Yes,Yes,Yes,Yes,1921,1952,0,18,2,0,1,1940,,1942
0,Yes,Yes,Yes,Yes,1946,2001,1,54,13,1,5,1970,1995,1981
0,Yes,Yes,No,Yes,1946,2001,1,51,2,0,1,1971,,1972
0,No,Yes,Yes,Yes,1941,2001,1,64,7,0,1,1960,,1969
0,Yes,Yes,No,Yes,1958,2001,1,20,3,0,0,1985,,
0,Yes,Yes,No,Yes,1944,2001,1,32,7,0,0,1977,,
1,No,Yes,No,Yes,1879,1954,0,26,4,0,1,1941,,1941
1,Yes,Yes,No,Yes,1934,2001,1,36,11,0,0,1962,,
1,Yes,Yes,No,Yes,1946,2001,1,40,4,0,1,1971,,1976
0,Yes,Yes,No,No,1926,2001,1,28,5,0,2,1960,,1969
0,Yes,Yes,Yes,Yes,1910,1999,0,60,8,0,1,1927,,1937
1,No,Yes,No,No,1884,1955,0,46,6,0,0,1932,,
1,Yes,Yes,No,Yes,1940,2001,1,11,2,0,0,1972,,
0,No,Yes,No,Yes,1908,1959,0,36,6,0,0,1932,,
0,Yes,Yes,Yes,Yes,1946,2001,1,34,7,0,2,1968,,1974
0,Yes,Yes,No,Yes,1897,1983,0,18,5,0,0,1935,,
0,Yes,Yes,Yes,Yes,1940,1998,0,2,1,0,0,1970,,
0,Yes,Yes,No,Yes,1963,2001,1,11,2,1,1,1973,1973,1973
1,Yes,Yes,No,No,1935,1996,0,13,2,0,0,1961,,
1,Yes,Yes,No,Yes,1924,1994,0,97,10,0,1,1960,,1962
1,No,Yes,No,Yes,1939,2001,1,42,2,0,1,1962,,1962
