name,id,survival,type,price,releaseToDate,avgRate_current,rateCount_current,avgRate_all,rateCount_all,category,catPop,size,language,langNum,ageRate,system,systemCat,device,left_trunc,censored
"Hours Time Tracking Tapity, Inc. 895933956",895933956,1,paid,0,423,4.5,17,4,457,Business,other,12.54440403," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",11,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"FiLMiC Pro Cinegenix, LLC 436577167",436577167,1,paid,9.99,1582,3,23,3,1048,Photo & Video,Photo & Video,12.52588654, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"NOAA Hi-Def Radar Pro - Storm Warnings, Hurricane Tracker & Weather Forecast WeatherSphere 458225159",458225159,82,paid,1.99,1473,5,485,5,15735,Weather,other,12.51924515, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Amazing Brick Ketchapp 905455244,905455244,3,free,0,395,4.5,270,4.5,14437,Games,Games,12.39951992," English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",11,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Free Music Cloud - Online Music Streamer and Player Cocopok 975021647,975021647,26,free,0,162,4.5,709,4.5,2186,Music,other,12.37793064," English, Arabic, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",32,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Transmit for iOS Panic, Inc. 917432930",917432930,2,paid,7.99,361,4.5,19,4.5,265,Utilities,Utilities,12.35055447," English, Japanese",2,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Podcasts Apple 525463029,525463029,3,free,0,1174,3,646,2,33792,Entertainment,Entertainment,12.31253624," English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",31,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Free Music Play - Mp3 Player & Streamer PlayReap Studios 896190819,896190819,345,free,0,417,2,286,3,611,Music,other,12.29988384," English, Arabic, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",32,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Brain Shape Rush - Crazy Geometry Action App Holdings 931161352,931161352,7,free,0,316,4,144,4.5,3807,Games,Games,12.28160667, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"SmartNews - Trending News & Stories SmartNews, Inc. 579581125",579581125,30,free,0,347,4.5,11,4,2343,News,other,12.24918079," English, Japanese",2,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Tiny Wings Andreas Illiger 417817520,417817520,7,paid,0.99,1668,4.5,3171,4.5,217834,Games,Games,12.21291924," English, Dutch, French, German, Italian, Spanish",6,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",0,1
"SENTRIK Neokrush, LLC. 1006791251",1006791251,2,free,0,58,2.5,151,2.5,151,Games,Games,12.13673878, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Musi - Unlimited Free Music For YouTube Musi Inc. 591560124,591560124,17,free,0,975,4.5,251,4.5,5849,Music,other,12.13382435," English, Spanish",2,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
NYT Now_ _Your Guide to the News The New York Times Company 798993249,798993249,1,free,0,529,4,43,4,981,News,other,12.09283066, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Pro Football Radio & Live Scores Red Ripe Media, LLC 463429991",463429991,2,paid,0.99,1457,4.5,35,4,331,Sports,other,12.05718803, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Move the Walls BeaverTap Games, LLC 989656030",989656030,5,free,0,101,4.5,1159,4.5,1159,Games,Games,11.91174793, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
FantasyPros My Playbook - Fantasy Football 2015 Marzen Media LLC 1032583059,1032583059,3,paid,6.99,12,2.5,4,2,45,Sports,other,11.91033077, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
TouchTone_ Mikengreg 962133182,962133182,6,paid,2.99,178,4,61,4,98,Games,Games,11.89435959, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Bruh-Button Bruh Inc 908989995,908989995,55,free,0,364,5,9304,5,11628,Entertainment,Entertainment,11.88774967, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
KODAK Kiosk Connect App Kodak Alaris Inc. 533893269,533893269,8,free,0,1172,4.5,316,4.5,1301,Photo & Video,Photo & Video,11.85210705," English, Arabic, Bokm«l, Norwegian, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish",28,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Okay? Philipp Stollenmayer 962050549,962050549,7,free,0,201,5,1227,5,16489,Games,Games,11.83139515," English, Dutch, French, German, Spanish",5,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
imo free video calls and chat imo.im 336435697,336435697,252,free,0,2108,4,26,4,16485,Social Networking,other,11.72384739," English, Arabic, Bokm«l, Norwegian, Bulgarian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",30,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Smove Simple Machine, LLC 968818637",968818637,5,free,0,157,4.5,832,4.5,1877,Games,Games,11.69550419, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch",1,1
iDownloads PLUS FREE - Downloader and iDownload Manager Amad Marwat 429648406,429648406,200,free,0,1609,2.5,77,4,9477,Productivity,other,11.65160179, English,1,17+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
How Old Am I ? - Guess Age and Gender From Photo Face liu Wang 992347986,992347986,2,free,0,119,4.5,2477,4.5,2639,Games,Games,11.5790863," English, Simplified Chinese",2,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
XtraMath for iPhone XtraMath 888453428,888453428,355,paid,4.99,441,3,8,2.5,23,Education,other,11.56674004," English, Spanish",2,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
The Impossible Game FlukeDude Ltd 367242040,367242040,53,paid,0.99,1972,4.5,2354,4,9641,Games,Games,11.50737095, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
Ball Jump Ketchapp 1021634838,1021634838,18,free,0,31,4.5,4304,4.5,4304,Games,Games,11.50085831, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Flic _ Delete & Manage Camera Roll | Easily Delete Photos to Increase Disk Space Lifehack Labs 918263212,918263212,3,paid,0,345,4.5,81,3.5,549,Photo & Video,Photo & Video,11.43504524, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Amazing Thief Ketchapp 914079393,914079393,26,free,0,364,4,493,4,17058,Games,Games,11.40400696," English, Arabic, Dutch, French, German, Hebrew, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish",14,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Catch The Rabbit Ketchapp 979791806,979791806,6,free,0,129,4,878,4,879,Games,Games,11.39384174," English, French, Japanese, Simplified Chinese",4,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Impossible Rush Official version Akkad 910248027,910248027,6,free,0,382,4.5,4,4.5,1316,Games,Games,11.35305214," English, French",2,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
"UltraTuner - Ultra Precise Chromatic Tuner for Guitar, Bass, Strings, Brass and More IK Multimedia 727157150",727157150,1,paid,9.99,641,3,7,3,36,Music,other,11.33500385, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Scholly: Scholarship Search Scholly, LLC 640381740",640381740,270,paid,0.99,856,3.5,3,3.5,500,Education,other,11.30214405," English, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish",27,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
aa General Adaptive Apps Pty Ltd 905852173,905852173,23,free,0,397,4.5,981,4.5,132659,Games,Games,11.29929733, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
GraphNCalc83 Ernest Brock 744882019,744882019,1,paid,5.99,483,5,23,4.5,160,Education,other,11.28854465, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"SuperBetter SuperBetter, LLC 536634968",536634968,1,paid,0,1172,5,56,4,248,Health & Fitness,other,11.27167702, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Drafts 4 - Quickly Capture Notes, Share Anywhere! Agile Tortoise 905337691",905337691,3,paid,9.99,333,5,7,4.5,387,Productivity,other,11.21228027, English,1,04+,iOS 9,new,"iPhone, iPad, and iPod touch.",1,1
FancyLock - pimp your lock screen wallpaper and customize it with new colorful themes and styles Bending Spoons 789446892,789446892,14,free,0,610,4.5,10324,4.5,27276,Entertainment,Entertainment,11.17192936, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
MyIdol VIETNAMNET ICOM MEDIA SERVICE JSC 932210929,932210929,7,free,0,298,1,3,2.5,25,News,other,11.15599728, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Hydra - Amazing Photography Creaceed SPRL 947824428,947824428,6,paid,4.99,227,4,18,3.5,210,Photo & Video,Photo & Video,11.07589722," English, Arabic, Bokm«l, Norwegian, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",16,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Radical BeaverTap Games, LLC 919034275",919034275,6,free,0,213,4.5,183,4.5,1968,Games,Games,11.06919098, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
The Line Zen Ketchapp 951346423,951346423,11,free,0,136,4.5,416,4.5,13574,Games,Games,11.05256081, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Tydlig - Calculator Reimagined Tydlig Software AB 721606556,721606556,1,free,0,647,5,268,4.5,665,Productivity,other,11.01105785," English, Bokm«l, Norwegian, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",31,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Spin Bounce Bruh Inc 1016403649,1016403649,2,free,0,60,4,276,4,276,Games,Games,10.92102814, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
ZEDGE_ Ringtones & Wallpapers ZEDGE 584485870,584485870,316,free,0,1005,2.5,165,4,7572,Entertainment,Entertainment,10.88386154, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
ESPN Fantasy Basketball ESPN 396764924,396764924,4,free,0,1796,2,20,2.5,1443,Sports,other,10.8810339," English, Spanish",2,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
NetNewsWire Black Pixel 965347329,965347329,2,paid,3.99,10,3,16,3,16,News,other,10.7755537, English,1,17+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Impossible Dial: Brain Reflex & Cognitive Training App Holdings 950261452,950261452,2,free,0,221,3,38,4,442,Games,Games,10.72857952, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"BuyPartisan Spend Consciously, Inc. 882404352",882404352,1,free,0,467,1.5,4,3.5,162,Lifestyle,other,10.72121334, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
21 Day Companion - fix the way you track your progress Companion Apps Ltd. 972100724,972100724,188,paid,2.99,190,4.5,122,4.5,487,Health & Fitness,other,10.69188023, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
iDownloads PLUS PRO - Downloader and iDownload Manager Amad Marwat 429644751,429644751,9,paid,1.99,1609,2.5,93,3,571,Utilities,Utilities,10.67144203, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Praying Wives Glasswing Publishing 943490945,943490945,1,paid,1.99,269,5,88,5,88,Lifestyle,other,10.62511063, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
PCalc - The Best Calculator TLA Systems Ltd. 284666222,284666222,4,paid,9.99,2620,5,9,4.5,959,Utilities,Utilities,10.54840755, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser Appsverse Inc. 453546382,453546382,11,paid,3.99,1500,4,366,4,4467,Utilities,Utilities,10.46170235," English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",10,17+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
"Show of Hands: Ask & Answer Polls, Politics & More Tony Bacos 336442597",336442597,1,free,0,2137,5,10,4.5,3111,Lifestyle,other,10.44182301, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Redbox redbox 339532909,339532909,2,free,0,2125,2.5,17,3,59111,Entertainment,Entertainment,10.39999676, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Legal Heat - 50 State Guide to Firearm Law National Training Solutions, Inc. 499394939",499394939,1,paid,0.99,1312,4,28,4.5,165,Reference,other,10.22538567, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Spyglass Pavel Ahafonau 332639548,332639548,1,paid,3.99,2170,4.5,17,4.5,2512,Navigation,other,10.15960217," English, Dutch, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",10,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
"Hyperlapse from Instagram Instagram, Inc. 740146917",740146917,5,free,0,383,4,70,4.5,2966,Photo & Video,Photo & Video,10.13768196," Bokm«l, Croatian, Czech, Danish, Dutch, English, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",28,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Odd Bot Out Martin Magni 919968216,919968216,5,paid,1.99,225,4.5,141,4.5,142,Games,Games,10.07838917, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Waterslide Extreme Dare Digital Ltd 322410766,322410766,42,free,0,2250,3,210199,3,354043,Games,Games,10.07501125, English,1,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
TexMoji C O Holdings LLC 1003996643,1003996643,11,paid,1.99,90,2,17,2,555,Utilities,Utilities,10.06278229, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
ESPN Fantasy Football ESPN 555376968,555376968,10,free,0,1103,4.5,3568,4.5,43034,Sports,other,9.988706589," English, Spanish",2,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",0,1
Guess My Age Lite Guess My Age 635742101,635742101,1,free,0,863,1,50,1,52,Entertainment,Entertainment,9.95786953, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Scan - QR Code and Barcode Reader QR Code City 411206394,411206394,2,paid,1.99,1711,4,84,4.5,12437,Utilities,Utilities,9.957831383," English, Finnish, French, German, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",14,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
ff General Adaptive Apps Pty Ltd 927819872,927819872,3,free,0,324,4,192,4.5,4138,Games,Games,9.940453529, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
inchy Apps4Life 969754040,969754040,183,free,0,193,4.5,5340,4.5,8136,Games,Games,9.933523178, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Signily Keyboard - Sign Language Emoji and GIFs! ASLized! 995022521,995022521,3,paid,0.99,51,4,39,4,62,Utilities,Utilities,9.848732948,English,1,17+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
This American Life Public Radio Exchange (PRX) 348530331,348530331,21,paid,2.99,2050,4,390,3.5,7743,Entertainment,Entertainment,9.811875343, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
FlightBoard _ Live Flight Departure and Arrival Status Mobiata 390553006,390553006,2,paid,3.99,1810,3.5,7,4.5,1960,Travel,other,9.806733131," English, Dutch, French, German, Greek, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",12,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
The Impossible Quiz! inXile Entertainment 334503000,334503000,1,paid,0.99,2144,4.5,4514,4,18367,Entertainment,Entertainment,9.757803917, English,1,09+,iOS 3,old,"iPhone, iPad, and iPod touch.",1,1
Office Lens Microsoft Corporation 975925059,975925059,2,free,0,164,5,222,4.5,1712,Productivity,other,9.665352821," English, Bokm«l, Norwegian, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish, Ukrainian",29,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Unfilth Your Habitat UfYH, LLC 542909191",542909191,63,paid,0.99,1150,4.5,94,4.5,304,Productivity,other,9.661595345, English,1,17+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Get Likes on Instagram - Get More Instagram Likes Netstick Interactive Pvt Ltd 884935537,884935537,1,free,0,385,4.5,62031,4.5,77064,Social Networking,other,9.621114731," English, Arabic, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",32,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Drunk Mode _ Nightlife Safety App to Find Friends to Party with for Drinking Games and Parties Launch LLC 628228162,628228162,1,free,0,880,5,52,3.5,260,Navigation,other,9.613977432, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Superimpose Pankaj Goswami 435913585,435913585,33,paid,0.99,1549,4.5,140,4.5,2137,Photo & Video,Photo & Video,9.544886589," English, German, Japanese",3,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Emoji Drop Ruaridh Kilgour 1011817168,1011817168,1,free,0,67,4.5,18,4,158,Games,Games,9.523072243, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Burger _ The Game Philipp Stollenmayer 1023218196,1023218196,6,free,0,28,4.5,575,4.5,695,Games,Games,9.496781349, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Alabama Emoji Swyft Media Inc. 991738390,991738390,1,paid,0.99,119,2,6,2,6,Utilities,Utilities,9.454298973, English,1,04+,iOS 8,new,iPhone.,1,1
Authentic Weather les Avignons 649202100,649202100,77,paid,0.99,820,3,30,3,298,Weather,other,9.383390427, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"GYRIK Neokrush, LLC. 982648852",982648852,3,free,0,117,3.5,869,3.5,869,Games,Games,9.327874184, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
FACEinHOLE¥ - Who do you want to be today? Lisbon Labs 320636131,320636131,32,paid,0.99,2254,4,27,4,3920,Photo & Video,Photo & Video,9.252998352," English, French, German, Italian, Portuguese, Spanish",6,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Video Creator For Musical.ly & Feeds for Dubsmash Rita Najm Khattar 954372033,954372033,1,paid,1.99,221,4,263,3.5,1040,Entertainment,Entertainment,9.188054085, English,1,17+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Disney Moment Disney 977842702,977842702,7,paid,3.99,146,4.5,2,4.5,35,Entertainment,Entertainment,9.091259956, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Melon Drop - Jerry Purpdrank's Arcade ASAB MOBILE, LLC 923423538",923423538,3,free,0,336,4.5,4047,4.5,11205,Games,Games,9.086296082, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Circulate. kumuva Digital Ltd 1005029208,1005029208,4,free,0,74,4,168,4.5,1314,Games,Games,9.05098629, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Duet Display Rahul Dewan 935754064,935754064,2,paid,15.99,269,5,7,4,2285,Productivity,other,9.038526535," English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",15,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Cloud Music Player & Downloader - Free space with Dropbox, Google Drive, OneDrive, Box and ownCloud mymacapps.com 888603652",888603652,306,free,0,427,3.5,32,3.5,134,Music,other,9.030845642," English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish",12,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
The Wonder Weeks Domus Technica 529815782,529815782,81,paid,1.99,1201,3.5,31,3,196,Health & Fitness,other,9.030653, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Bug Spray - Ultrasonic Apptomic LLC 317742303,317742303,1,free,0,2287,3,32,2,28264,Utilities,Utilities,8.988580704, English,1,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Roadside America This Exit LLC 347393479,347393479,1,paid,2.99,2082,4.5,124,4,985,Travel,other,8.954606056, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Stack Climb Amnesiapps 903729296,903729296,12,paid,0.99,397,4,30,4,30,Games,Games,8.942542076, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",0,1
Circle Surfer Sevo Games 898607045,898607045,5,free,0,414,4.5,267,5,14206,Games,Games,8.941498756, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Fugly Frog Sayed Shubbar 1008772132,1008772132,4,free,0,76,3.5,154,4,563,Games,Games,8.677426338, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Sync Solver - Health to Fitbit James McAndrew 954858369,954858369,1,paid,2.99,157,4.5,11,3.5,90,Health & Fitness,other,8.563502312, English,1,04+,iOS 8,new,iPhone and iPod touch.,1,1
WKC Dog Show Westminster Kennel Club 962789388,962789388,8,paid,1.99,220,1.5,16,2,18,Sports,other,8.536335945," English, German",2,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Bicolor 1Button SARL 795688887,795688887,7,free,0,500,5,928,5,8456,Games,Games,8.516720772," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",13,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Dark Sky - Hyperlocal Weather, Radar, and Storm Alerts Jackadam 517329357",517329357,114,paid,3.99,1245,3,101,3.5,4650,Weather,other,8.314208031, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
SKI TRACKS - GPS TRACK RECORDER Core Coders Ltd 365724094,365724094,192,paid,0.99,1987,5,17,4.5,690,Navigation,other,8.294940948, English,1,04+,iOS 6,med,"iPhone, iPad 2 Wi-Fi + 3G, iPad Wi-Fi + Cellular (3rd generation, iPad Wi-Fi + Cellular (4th generation, iPad mini Wi-Fi + Cellular, iPad Air Wi-Fi + Cellular, iPad mini 2 Wi-Fi + Cellular, iPad Air 2 Wi-Fi + Cellular, iPad mini 3 Wi-Fi + Cellular, iPad mini 4 Wi-Fi + Cellular, and iPad Pro Wi-Fi + Cellular.",1,1
Pancake _ The Game Philipp Stollenmayer 965965461,965965461,8,free,0,208,NA,NA,4.5,4419,Games,Games,8.256093025, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Texticle LicketySplit LLC 459013536,459013536,3,paid,1.99,1210,2,25,1.5,489,Entertainment,Entertainment,8.246517181, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Almighty Tic Tac Toe Maximilian Forster 957649593,957649593,282,paid,0.99,233,1.5,6,3,21,Games,Games,8.094081879," English, French, German, Polish, Simplified Chinese",5,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
2048 Ketchapp 840919914,840919914,2,free,0,543,4.5,550,4.5,141450,Games,Games,8.078386307," English, French, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",7,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Footballguys Fantasy Football Draft Dominator 2015 Sportsguys LLC 993421363,993421363,321,paid,4.99,76,4.5,1455,4.5,1455,Sports,other,8.048929214, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Remote S for Tesla Rego Apps 991623777,991623777,6,paid,9.99,119,4.5,153,4.5,256,Lifestyle,other,7.950431824," English, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish",27,17+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Top Camera 2 - HDR, Slow Shutter and more - Photo Video Editor and Filters Lucky Clan 1030718579",1030718579,2,paid,4.99,21,5,9,4.5,32,Photo & Video,Photo & Video,7.875143051, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Ducks Unlimited Waterfowl Migration App Ducks Unlimited, Inc. 455105565",455105565,49,paid,0,1495,NA,NA,3.5,39,Sports,other,7.766988754,English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Rolly Bird - The Bird That Can't Fly ASAB MOBILE, LLC 909923784",909923784,2,free,0,382,4,441,4.5,2202,Games,Games,7.67054081, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Substitutions Gormaya 372387251,372387251,1,paid,2.99,1942,NA,NA,4,41,Food & Drink,other,7.639864922, English,1,12+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Atmos - Weather for your iPhone and Apple Watch Enormego, LLC 949017360",949017360,3,paid,2.99,101,4,26,4,26,Weather,other,7.63626194, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
