start,stop,arrest.time,week,arrest,fin,age,race,wexp,mar,paro,prio,educ,employed
23,24,0,27,1,0,29,1,0,0,0,4,3,0
24,25,0,27,1,0,29,1,0,0,0,4,3,0
25,26,0,27,1,0,29,1,0,0,0,4,3,0
26,27,1,27,1,0,29,1,0,0,0,4,3,0
0,1,0,52,0,0,30,1,1,0,1,3,2,0
1,2,0,52,0,0,30,1,1,0,1,3,2,0
2,3,0,52,0,0,30,1,1,0,1,3,2,0
3,4,0,52,0,0,30,1,1,0,1,3,2,0
4,5,0,52,0,0,30,1,1,0,1,3,2,0
5,6,0,52,0,0,30,1,1,0,1,3,2,0
6,7,0,52,0,0,30,1,1,0,1,3,2,0
7,8,0,52,0,0,30,1,1,0,1,3,2,0
8,9,0,52,0,0,30,1,1,0,1,3,2,0
9,10,0,52,0,0,30,1,1,0,1,3,2,0
10,11,0,52,0,0,30,1,1,0,1,3,2,0
11,12,0,52,0,0,30,1,1,0,1,3,2,0
12,13,0,52,0,0,30,1,1,0,1,3,2,0
13,14,0,52,0,0,30,1,1,0,1,3,2,0
14,15,0,52,0,0,30,1,1,0,1,3,2,0
15,16,0,52,0,0,30,1,1,0,1,3,2,0
16,17,0,52,0,0,30,1,1,0,1,3,2,0
17,18,0,52,0,0,30,1,1,0,1,3,2,0
18,19,0,52,0,0,30,1,1,0,1,3,2,0
19,20,0,52,0,0,30,1,1,0,1,3,2,0
20,21,0,52,0,0,30,1,1,0,1,3,2,0
21,22,0,52,0,0,30,1,1,0,1,3,2,0
22,23,0,52,0,0,30,1,1,0,1,3,2,0
23,24,0,52,0,0,30,1,1,0,1,3,2,0
24,25,0,52,0,0,30,1,1,0,1,3,2,0
25,26,0,52,0,0,30,1,1,0,1,3,2,0
26,27,0,52,0,0,30,1,1,0,1,3,2,0
27,28,0,52,0,0,30,1,1,0,1,3,2,0
28,29,0,52,0,0,30,1,1,0,1,3,2,0
29,30,0,52,0,0,30,1,1,0,1,3,2,0
30,31,0,52,0,0,30,1,1,0,1,3,2,0
31,32,0,52,0,0,30,1,1,0,1,3,2,0
32,33,0,52,0,0,30,1,1,0,1,3,2,0
33,34,0,52,0,0,30,1,1,0,1,3,2,0
34,35,0,52,0,0,30,1,1,0,1,3,2,0
35,36,0,52,0,0,30,1,1,0,1,3,2,0
36,37,0,52,0,0,30,1,1,0,1,3,2,0
37,38,0,52,0,0,30,1,1,0,1,3,2,0
38,39,0,52,0,0,30,1,1,0,1,3,2,0
39,40,0,52,0,0,30,1,1,0,1,3,2,0
40,41,0,52,0,0,30,1,1,0,1,3,2,0
41,42,0,52,0,0,30,1,1,0,1,3,2,0
42,43,0,52,0,0,30,1,1,0,1,3,2,0
43,44,0,52,0,0,30,1,1,0,1,3,2,0
44,45,0,52,0,0,30,1,1,0,1,3,2,0
45,46,0,52,0,0,30,1,1,0,1,3,2,0
46,47,0,52,0,0,30,1,1,0,1,3,2,0
47,48,0,52,0,0,30,1,1,0,1,3,2,0
48,49,0,52,0,0,30,1,1,0,1,3,2,0
49,50,0,52,0,0,30,1,1,0,1,3,2,0
50,51,0,52,0,0,30,1,1,0,1,3,2,0
51,52,0,52,0,0,30,1,1,0,1,3,2,0
0,1,0,52,0,1,21,0,1,1,1,10,3,0
1,2,0,52,0,1,21,0,1,1,1,10,3,0
2,3,0,52,0,1,21,0,1,1,1,10,3,0
3,4,0,52,0,1,21,0,1,1,1,10,3,0
4,5,0,52,0,1,21,0,1,1,1,10,3,0
5,6,0,52,0,1,21,0,1,1,1,10,3,0
6,7,0,52,0,1,21,0,1,1,1,10,3,0
7,8,0,52,0,1,21,0,1,1,1,10,3,0
8,9,0,52,0,1,21,0,1,1,1,10,3,0
9,10,0,52,0,1,21,0,1,1,1,10,3,0
10,11,0,52,0,1,21,0,1,1,1,10,3,0
11,12,0,52,0,1,21,0,1,1,1,10,3,0
12,13,0,52,0,1,21,0,1,1,1,10,3,0
13,14,0,52,0,1,21,0,1,1,1,10,3,0
14,15,0,52,0,1,21,0,1,1,1,10,3,0
15,16,0,52,0,1,21,0,1,1,1,10,3,0
16,17,0,52,0,1,21,0,1,1,1,10,3,0
17,18,0,52,0,1,21,0,1,1,1,10,3,0
18,19,0,52,0,1,21,0,1,1,1,10,3,0
19,20,0,52,0,1,21,0,1,1,1,10,3,0
20,21,0,52,0,1,21,0,1,1,1,10,3,0
21,22,0,52,0,1,21,0,1,1,1,10,3,0
22,23,0,52,0,1,21,0,1,1,1,10,3,0
23,24,0,52,0,1,21,0,1,1,1,10,3,0
24,25,0,52,0,1,21,0,1,1,1,10,3,0
25,26,0,52,0,1,21,0,1,1,1,10,3,0
26,27,0,52,0,1,21,0,1,1,1,10,3,0
27,28,0,52,0,1,21,0,1,1,1,10,3,0
28,29,0,52,0,1,21,0,1,1,1,10,3,1
29,30,0,52,0,1,21,0,1,1,1,10,3,1
30,31,0,52,0,1,21,0,1,1,1,10,3,1
31,32,0,52,0,1,21,0,1,1,1,10,3,1
32,33,0,52,0,1,21,0,1,1,1,10,3,1
33,34,0,52,0,1,21,0,1,1,1,10,3,1
34,35,0,52,0,1,21,0,1,1,1,10,3,1
35,36,0,52,0,1,21,0,1,1,1,10,3,1
36,37,0,52,0,1,21,0,1,1,1,10,3,1
37,38,0,52,0,1,21,0,1,1,1,10,3,1
38,39,0,52,0,1,21,0,1,1,1,10,3,1
39,40,0,52,0,1,21,0,1,1,1,10,3,1
40,41,0,52,0,1,21,0,1,1,1,10,3,1
41,42,0,52,0,1,21,0,1,1,1,10,3,1
42,43,0,52,0,1,21,0,1,1,1,10,3,1
43,44,0,52,0,1,21,0,1,1,1,10,3,1
44,45,0,52,0,1,21,0,1,1,1,10,3,1
45,46,0,52,0,1,21,0,1,1,1,10,3,1
46,47,0,52,0,1,21,0,1,1,1,10,3,1
47,48,0,52,0,1,21,0,1,1,1,10,3,1
48,49,0,52,0,1,21,0,1,1,1,10,3,1
49,50,0,52,0,1,21,0,1,1,1,10,3,1
50,51,0,52,0,1,21,0,1,1,1,10,3,1
51,52,0,52,0,1,21,0,1,1,1,10,3,1
0,1,0,52,0,0,20,1,0,0,1,7,3,0
1,2,0,52,0,0,20,1,0,0,1,7,3,0
2,3,0,52,0,0,20,1,0,0,1,7,3,0
3,4,0,52,0,0,20,1,0,0,1,7,3,0
4,5,0,52,0,0,20,1,0,0,1,7,3,1
5,6,0,52,0,0,20,1,0,0,1,7,3,1
6,7,0,52,0,0,20,1,0,0,1,7,3,0
7,8,0,52,0,0,20,1,0,0,1,7,3,0
8,9,0,52,0,0,20,1,0,0,1,7,3,0
9,10,0,52,0,0,20,1,0,0,1,7,3,0
10,11,0,52,0,0,20,1,0,0,1,7,3,0
11,12,0,52,0,0,20,1,0,0,1,7,3,0
12,13,0,52,0,0,20,1,0,0,1,7,3,0
13,14,0,52,0,0,20,1,0,0,1,7,3,0
14,15,0,52,0,0,20,1,0,0,1,7,3,0
15,16,0,52,0,0,20,1,0,0,1,7,3,0
16,17,0,52,0,0,20,1,0,0,1,7,3,0
17,18,0,52,0,0,20,1,0,0,1,7,3,0
18,19,0,52,0,0,20,1,0,0,1,7,3,0
19,20,0,52,0,0,20,1,0,0,1,7,3,0
20,21,0,52,0,0,20,1,0,0,1,7,3,0
21,22,0,52,0,0,20,1,0,0,1,7,3,0
22,23,0,52,0,0,20,1,0,0,1,7,3,0
23,24,0,52,0,0,20,1,0,0,1,7,3,0
24,25,0,52,0,0,20,1,0,0,1,7,3,0
25,26,0,52,0,0,20,1,0,0,1,7,3,0
26,27,0,52,0,0,20,1,0,0,1,7,3,0
27,28,0,52,0,0,20,1,0,0,1,7,3,0
28,29,0,52,0,0,20,1,0,0,1,7,3,0
29,30,0,52,0,0,20,1,0,0,1,7,3,0
30,31,0,52,0,0,20,1,0,0,1,7,3,0
31,32,0,52,0,0,20,1,0,0,1,7,3,0
32,33,0,52,0,0,20,1,0,0,1,7,3,0
33,34,0,52,0,0,20,1,0,0,1,7,3,0
34,35,0,52,0,0,20,1,0,0,1,7,3,0
35,36,0,52,0,0,20,1,0,0,1,7,3,0
36,37,0,52,0,0,20,1,0,0,1,7,3,0
37,38,0,52,0,0,20,1,0,0,1,7,3,0
38,39,0,52,0,0,20,1,0,0,1,7,3,0
39,40,0,52,0,0,20,1,0,0,1,7,3,0
40,41,0,52,0,0,20,1,0,0,1,7,3,0
41,42,0,52,0,0,20,1,0,0,1,7,3,0
42,43,0,52,0,0,20,1,0,0,1,7,3,0
43,44,0,52,0,0,20,1,0,0,1,7,3,0
44,45,0,52,0,0,20,1,0,0,1,7,3,0
45,46,0,52,0,0,20,1,0,0,1,7,3,0
46,47,0,52,0,0,20,1,0,0,1,7,3,0
47,48,0,52,0,0,20,1,0,0,1,7,3,0
48,49,0,52,0,0,20,1,0,0,1,7,3,0
49,50,0,52,0,0,20,1,0,0,1,7,3,0
50,51,0,52,0,0,20,1,0,0,1,7,3,0
51,52,0,52,0,0,20,1,0,0,1,7,3,0
0,1,0,22,1,1,19,1,0,0,1,10,3,0
1,2,0,22,1,1,19,1,0,0,1,10,3,0
2,3,0,22,1,1,19,1,0,0,1,10,3,0
3,4,0,22,1,1,19,1,0,0,1,10,3,0
4,5,0,22,1,1,19,1,0,0,1,10,3,1
5,6,0,22,1,1,19,1,0,0,1,10,3,1
6,7,0,22,1,1,19,1,0,0,1,10,3,1
7,8,0,22,1,1,19,1,0,0,1,10,3,1
8,9,0,22,1,1,19,1,0,0,1,10,3,1
9,10,0,22,1,1,19,1,0,0,1,10,3,1
10,11,0,22,1,1,19,1,0,0,1,10,3,1
11,12,0,22,1,1,19,1,0,0,1,10,3,0
12,13,0,22,1,1,19,1,0,0,1,10,3,0
13,14,0,22,1,1,19,1,0,0,1,10,3,0
14,15,0,22,1,1,19,1,0,0,1,10,3,0
15,16,0,22,1,1,19,1,0,0,1,10,3,0
16,17,0,22,1,1,19,1,0,0,1,10,3,0
17,18,0,22,1,1,19,1,0,0,1,10,3,1
18,19,0,22,1,1,19,1,0,0,1,10,3,0
19,20,0,22,1,1,19,1,0,0,1,10,3,0
20,21,0,22,1,1,19,1,0,0,1,10,3,0
21,22,1,22,1,1,19,1,0,0,1,10,3,0
0,1,0,52,0,1,22,1,1,0,1,1,5,0
1,2,0,52,0,1,22,1,1,0,1,1,5,0
2,3,0,52,0,1,22,1,1,0,1,1,5,0
3,4,0,52,0,1,22,1,1,0,1,1,5,0
4,5,0,52,0,1,22,1,1,0,1,1,5,0
5,6,0,52,0,1,22,1,1,0,1,1,5,0
6,7,0,52,0,1,22,1,1,0,1,1,5,0
7,8,0,52,0,1,22,1,1,0,1,1,5,0
8,9,0,52,0,1,22,1,1,0,1,1,5,0
9,10,0,52,0,1,22,1,1,0,1,1,5,0
10,11,0,52,0,1,22,1,1,0,1,1,5,0
11,12,0,52,0,1,22,1,1,0,1,1,5,0
12,13,0,52,0,1,22,1,1,0,1,1,5,0
13,14,0,52,0,1,22,1,1,0,1,1,5,0
14,15,0,52,0,1,22,1,1,0,1,1,5,0
15,16,0,52,0,1,22,1,1,0,1,1,5,0
16,17,0,52,0,1,22,1,1,0,1,1,5,0
17,18,0,52,0,1,22,1,1,0,1,1,5,0
18,19,0,52,0,1,22,1,1,0,1,1,5,0
19,20,0,52,0,1,22,1,1,0,1,1,5,0
20,21,0,52,0,1,22,1,1,0,1,1,5,0
21,22,0,52,0,1,22,1,1,0,1,1,5,0
22,23,0,52,0,1,22,1,1,0,1,1,5,0
23,24,0,52,0,1,22,1,1,0,1,1,5,0
24,25,0,52,0,1,22,1,1,0,1,1,5,0
25,26,0,52,0,1,22,1,1,0,1,1,5,0
26,27,0,52,0,1,22,1,1,0,1,1,5,0
27,28,0,52,0,1,22,1,1,0,1,1,5,0
28,29,0,52,0,1,22,1,1,0,1,1,5,0
29,30,0,52,0,1,22,1,1,0,1,1,5,0
30,31,0,52,0,1,22,1,1,0,1,1,5,0
31,32,0,52,0,1,22,1,1,0,1,1,5,0
32,33,0,52,0,1,22,1,1,0,1,1,5,0
33,34,0,52,0,1,22,1,1,0,1,1,5,0
34,35,0,52,0,1,22,1,1,0,1,1,5,0
35,36,0,52,0,1,22,1,1,0,1,1,5,0
36,37,0,52,0,1,22,1,1,0,1,1,5,0
37,38,0,52,0,1,22,1,1,0,1,1,5,0
38,39,0,52,0,1,22,1,1,0,1,1,5,0
39,40,0,52,0,1,22,1,1,0,1,1,5,0
40,41,0,52,0,1,22,1,1,0,1,1,5,0
41,42,0,52,0,1,22,1,1,0,1,1,5,0
42,43,0,52,0,1,22,1,1,0,1,1,5,0
43,44,0,52,0,1,22,1,1,0,1,1,5,0
44,45,0,52,0,1,22,1,1,0,1,1,5,0
45,46,0,52,0,1,22,1,1,0,1,1,5,0
46,47,0,52,0,1,22,1,1,0,1,1,5,0
47,48,0,52,0,1,22,1,1,0,1,1,5,0
48,49,0,52,0,1,22,1,1,0,1,1,5,0
49,50,0,52,0,1,22,1,1,0,1,1,5,0
50,51,0,52,0,1,22,1,1,0,1,1,5,0
51,52,0,52,0,1,22,1,1,0,1,1,5,0
0,1,0,52,0,0,25,1,0,0,1,3,3,0
1,2,0,52,0,0,25,1,0,0,1,3,3,0
2,3,0,52,0,0,25,1,0,0,1,3,3,0
3,4,0,52,0,0,25,1,0,0,1,3,3,0
4,5,0,52,0,0,25,1,0,0,1,3,3,0
5,6,0,52,0,0,25,1,0,0,1,3,3,0
6,7,0,52,0,0,25,1,0,0,1,3,3,0
7,8,0,52,0,0,25,1,0,0,1,3,3,0
8,9,0,52,0,0,25,1,0,0,1,3,3,0
9,10,0,52,0,0,25,1,0,0,1,3,3,0
10,11,0,52,0,0,25,1,0,0,1,3,3,0
11,12,0,52,0,0,25,1,0,0,1,3,3,0
12,13,0,52,0,0,25,1,0,0,1,3,3,0
13,14,0,52,0,0,25,1,0,0,1,3,3,0
14,15,0,52,0,0,25,1,0,0,1,3,3,0
15,16,0,52,0,0,25,1,0,0,1,3,3,0
16,17,0,52,0,0,25,1,0,0,1,3,3,0
17,18,0,52,0,0,25,1,0,0,1,3,3,0
18,19,0,52,0,0,25,1,0,0,1,3,3,0
19,20,0,52,0,0,25,1,0,0,1,3,3,0
20,21,0,52,0,0,25,1,0,0,1,3,3,0
21,22,0,52,0,0,25,1,0,0,1,3,3,0
22,23,0,52,0,0,25,1,0,0,1,3,3,0
23,24,0,52,0,0,25,1,0,0,1,3,3,0
24,25,0,52,0,0,25,1,0,0,1,3,3,0
25,26,0,52,0,0,25,1,0,0,1,3,3,0
26,27,0,52,0,0,25,1,0,0,1,3,3,0
27,28,0,52,0,0,25,1,0,0,1,3,3,0
28,29,0,52,0,0,25,1,0,0,1,3,3,0
29,30,0,52,0,0,25,1,0,0,1,3,3,0
30,31,0,52,0,0,25,1,0,0,1,3,3,0
31,32,0,52,0,0,25,1,0,0,1,3,3,0
32,33,0,52,0,0,25,1,0,0,1,3,3,0
33,34,0,52,0,0,25,1,0,0,1,3,3,0
34,35,0,52,0,0,25,1,0,0,1,3,3,0
35,36,0,52,0,0,25,1,0,0,1,3,3,1
36,37,0,52,0,0,25,1,0,0,1,3,3,1
37,38,0,52,0,0,25,1,0,0,1,3,3,1
38,39,0,52,0,0,25,1,0,0,1,3,3,1
39,40,0,52,0,0,25,1,0,0,1,3,3,0
40,41,0,52,0,0,25,1,0,0,1,3,3,0
41,42,0,52,0,0,25,1,0,0,1,3,3,0
42,43,0,52,0,0,25,1,0,0,1,3,3,0
43,44,0,52,0,0,25,1,0,0,1,3,3,0
44,45,0,52,0,0,25,1,0,0,1,3,3,0
45,46,0,52,0,0,25,1,0,0,1,3,3,0
46,47,0,52,0,0,25,1,0,0,1,3,3,0
47,48,0,52,0,0,25,1,0,0,1,3,3,0
48,49,0,52,0,0,25,1,0,0,1,3,3,0
49,50,0,52,0,0,25,1,0,0,1,3,3,0
50,51,0,52,0,0,25,1,0,0,1,3,3,0
51,52,0,52,0,0,25,1,0,0,1,3,3,0
0,1,0,18,1,0,22,1,0,0,0,4,4,1
1,2,0,18,1,0,22,1,0,0,0,4,4,1
2,3,0,18,1,0,22,1,0,0,0,4,4,1
3,4,0,18,1,0,22,1,0,0,0,4,4,1
4,5,0,18,1,0,22,1,0,0,0,4,4,1
5,6,0,18,1,0,22,1,0,0,0,4,4,1
6,7,0,18,1,0,22,1,0,0,0,4,4,1
7,8,0,18,1,0,22,1,0,0,0,4,4,1
8,9,0,18,1,0,22,1,0,0,0,4,4,1
9,10,0,18,1,0,22,1,0,0,0,4,4,1
10,11,0,18,1,0,22,1,0,0,0,4,4,1
11,12,0,18,1,0,22,1,0,0,0,4,4,1
12,13,0,18,1,0,22,1,0,0,0,4,4,1
13,14,0,18,1,0,22,1,0,0,0,4,4,1
14,15,0,18,1,0,22,1,0,0,0,4,4,1
15,16,0,18,1,0,22,1,0,0,0,4,4,1
16,17,0,18,1,0,22,1,0,0,0,4,4,1
17,18,1,18,1,0,22,1,0,0,0,4,4,1
0,1,0,52,0,1,22,1,1,0,1,4,3,0
1,2,0,52,0,1,22,1,1,0,1,4,3,0
2,3,0,52,0,1,22,1,1,0,1,4,3,0
3,4,0,52,0,1,22,1,1,0,1,4,3,0
4,5,0,52,0,1,22,1,1,0,1,4,3,0
5,6,0,52,0,1,22,1,1,0,1,4,3,0
6,7,0,52,0,1,22,1,1,0,1,4,3,0
7,8,0,52,0,1,22,1,1,0,1,4,3,0
8,9,0,52,0,1,22,1,1,0,1,4,3,1
9,10,0,52,0,1,22,1,1,0,1,4,3,1
10,11,0,52,0,1,22,1,1,0,1,4,3,1
11,12,0,52,0,1,22,1,1,0,1,4,3,0
12,13,0,52,0,1,22,1,1,0,1,4,3,0
13,14,0,52,0,1,22,1,1,0,1,4,3,0
14,15,0,52,0,1,22,1,1,0,1,4,3,0
15,16,0,52,0,1,22,1,1,0,1,4,3,0
16,17,0,52,0,1,22,1,1,0,1,4,3,1
17,18,0,52,0,1,22,1,1,0,1,4,3,1
18,19,0,52,0,1,22,1,1,0,1,4,3,1
19,20,0,52,0,1,22,1,1,0,1,4,3,0
20,21,0,52,0,1,22,1,1,0,1,4,3,0
21,22,0,52,0,1,22,1,1,0,1,4,3,0
22,23,0,52,0,1,22,1,1,0,1,4,3,0
23,24,0,52,0,1,22,1,1,0,1,4,3,0
24,25,0,52,0,1,22,1,1,0,1,4,3,0
25,26,0,52,0,1,22,1,1,0,1,4,3,0
26,27,0,52,0,1,22,1,1,0,1,4,3,0
27,28,0,52,0,1,22,1,1,0,1,4,3,0
28,29,0,52,0,1,22,1,1,0,1,4,3,1
29,30,0,52,0,1,22,1,1,0,1,4,3,1
30,31,0,52,0,1,22,1,1,0,1,4,3,1
31,32,0,52,0,1,22,1,1,0,1,4,3,1
32,33,0,52,0,1,22,1,1,0,1,4,3,1
33,34,0,52,0,1,22,1,1,0,1,4,3,1
34,35,0,52,0,1,22,1,1,0,1,4,3,1
35,36,0,52,0,1,22,1,1,0,1,4,3,1
36,37,0,52,0,1,22,1,1,0,1,4,3,1
37,38,0,52,0,1,22,1,1,0,1,4,3,1
38,39,0,52,0,1,22,1,1,0,1,4,3,1
39,40,0,52,0,1,22,1,1,0,1,4,3,1
40,41,0,52,0,1,22,1,1,0,1,4,3,1
41,42,0,52,0,1,22,1,1,0,1,4,3,0
42,43,0,52,0,1,22,1,1,0,1,4,3,0
43,44,0,52,0,1,22,1,1,0,1,4,3,0
44,45,0,52,0,1,22,1,1,0,1,4,3,0
45,46,0,52,0,1,22,1,1,0,1,4,3,0
46,47,0,52,0,1,22,1,1,0,1,4,3,0
47,48,0,52,0,1,22,1,1,0,1,4,3,0
48,49,0,52,0,1,22,1,1,0,1,4,3,0
49,50,0,52,0,1,22,1,1,0,1,4,3,0
50,51,0,52,0,1,22,1,1,0,1,4,3,0
51,52,0,52,0,1,22,1,1,0,1,4,3,0
0,1,0,52,0,1,24,1,0,0,1,2,4,0
1,2,0,52,0,1,24,1,0,0,1,2,4,0
2,3,0,52,0,1,24,1,0,0,1,2,4,0
3,4,0,52,0,1,24,1,0,0,1,2,4,0
4,5,0,52,0,1,24,1,0,0,1,2,4,1
5,6,0,52,0,1,24,1,0,0,1,2,4,0
6,7,0,52,0,1,24,1,0,0,1,2,4,0
7,8,0,52,0,1,24,1,0,0,1,2,4,0
8,9,0,52,0,1,24,1,0,0,1,2,4,0
9,10,0,52,0,1,24,1,0,0,1,2,4,1
10,11,0,52,0,1,24,1,0,0,1,2,4,1
11,12,0,52,0,1,24,1,0,0,1,2,4,1
12,13,0,52,0,1,24,1,0,0,1,2,4,1
13,14,0,52,0,1,24,1,0,0,1,2,4,1
14,15,0,52,0,1,24,1,0,0,1,2,4,1
15,16,0,52,0,1,24,1,0,0,1,2,4,1
16,17,0,52,0,1,24,1,0,0,1,2,4,1
17,18,0,52,0,1,24,1,0,0,1,2,4,1
18,19,0,52,0,1,24,1,0,0,1,2,4,1
19,20,0,52,0,1,24,1,0,0,1,2,4,1
20,21,0,52,0,1,24,1,0,0,1,2,4,1
21,22,0,52,0,1,24,1,0,0,1,2,4,1
22,23,0,52,0,1,24,1,0,0,1,2,4,1
23,24,0,52,0,1,24,1,0,0,1,2,4,1
24,25,0,52,0,1,24,1,0,0,1,2,4,1
25,26,0,52,0,1,24,1,0,0,1,2,4,1
26,27,0,52,0,1,24,1,0,0,1,2,4,1
27,28,0,52,0,1,24,1,0,0,1,2,4,1
28,29,0,52,0,1,24,1,0,0,1,2,4,1
29,30,0,52,0,1,24,1,0,0,1,2,4,1
30,31,0,52,0,1,24,1,0,0,1,2,4,1
31,32,0,52,0,1,24,1,0,0,1,2,4,1
32,33,0,52,0,1,24,1,0,0,1,2,4,1
33,34,0,52,0,1,24,1,0,0,1,2,4,1
34,35,0,52,0,1,24,1,0,0,1,2,4,1
35,36,0,52,0,1,24,1,0,0,1,2,4,1
36,37,0,52,0,1,24,1,0,0,1,2,4,1
37,38,0,52,0,1,24,1,0,0,1,2,4,1
38,39,0,52,0,1,24,1,0,0,1,2,4,1
39,40,0,52,0,1,24,1,0,0,1,2,4,1
40,41,0,52,0,1,24,1,0,0,1,2,4,1
41,42,0,52,0,1,24,1,0,0,1,2,4,1
42,43,0,52,0,1,24,1,0,0,1,2,4,1
43,44,0,52,0,1,24,1,0,0,1,2,4,1
44,45,0,52,0,1,24,1,0,0,1,2,4,1
45,46,0,52,0,1,24,1,0,0,1,2,4,1
46,47,0,52,0,1,24,1,0,0,1,2,4,1
47,48,0,52,0,1,24,1,0,0,1,2,4,1
48,49,0,52,0,1,24,1,0,0,1,2,4,1
49,50,0,52,0,1,24,1,0,0,1,2,4,0
50,51,0,52,0,1,24,1,0,0,1,2,4,0
51,52,0,52,0,1,24,1,0,0,1,2,4,0
0,1,0,52,0,0,39,1,1,1,1,4,3,1
1,2,0,52,0,0,39,1,1,1,1,4,3,1
2,3,0,52,0,0,39,1,1,1,1,4,3,1
3,4,0,52,0,0,39,1,1,1,1,4,3,1
4,5,0,52,0,0,39,1,1,1,1,4,3,1
5,6,0,52,0,0,39,1,1,1,1,4,3,1
6,7,0,52,0,0,39,1,1,1,1,4,3,1
7,8,0,52,0,0,39,1,1,1,1,4,3,1
8,9,0,52,0,0,39,1,1,1,1,4,3,1
9,10,0,52,0,0,39,1,1,1,1,4,3,1
10,11,0,52,0,0,39,1,1,1,1,4,3,1
11,12,0,52,0,0,39,1,1,1,1,4,3,1
12,13,0,52,0,0,39,1,1,1,1,4,3,1
13,14,0,52,0,0,39,1,1,1,1,4,3,1
14,15,0,52,0,0,39,1,1,1,1,4,3,1
15,16,0,52,0,0,39,1,1,1,1,4,3,1
16,17,0,52,0,0,39,1,1,1,1,4,3,1
17,18,0,52,0,0,39,1,1,1,1,4,3,1
18,19,0,52,0,0,39,1,1,1,1,4,3,1
19,20,0,52,0,0,39,1,1,1,1,4,3,1
20,21,0,52,0,0,39,1,1,1,1,4,3,1
21,22,0,52,0,0,39,1,1,1,1,4,3,1
22,23,0,52,0,0,39,1,1,1,1,4,3,1
23,24,0,52,0,0,39,1,1,1,1,4,3,1
24,25,0,52,0,0,39,1,1,1,1,4,3,1
25,26,0,52,0,0,39,1,1,1,1,4,3,1
26,27,0,52,0,0,39,1,1,1,1,4,3,1
27,28,0,52,0,0,39,1,1,1,1,4,3,1
28,29,0,52,0,0,39,1,1,1,1,4,3,1
29,30,0,52,0,0,39,1,1,1,1,4,3,1
30,31,0,52,0,0,39,1,1,1,1,4,3,1
31,32,0,52,0,0,39,1,1,1,1,4,3,1
32,33,0,52,0,0,39,1,1,1,1,4,3,1
33,34,0,52,0,0,39,1,1,1,1,4,3,1
34,35,0,52,0,0,39,1,1,1,1,4,3,1
35,36,0,52,0,0,39,1,1,1,1,4,3,1
36,37,0,52,0,0,39,1,1,1,1,4,3,1
37,38,0,52,0,0,39,1,1,1,1,4,3,1
38,39,0,52,0,0,39,1,1,1,1,4,3,1
39,40,0,52,0,0,39,1,1,1,1,4,3,1
40,41,0,52,0,0,39,1,1,1,1,4,3,1
41,42,0,52,0,0,39,1,1,1,1,4,3,1
42,43,0,52,0,0,39,1,1,1,1,4,3,1
43,44,0,52,0,0,39,1,1,1,1,4,3,1
44,45,0,52,0,0,39,1,1,1,1,4,3,1
45,46,0,52,0,0,39,1,1,1,1,4,3,1
46,47,0,52,0,0,39,1,1,1,1,4,3,1
47,48,0,52,0,0,39,1,1,1,1,4,3,1
48,49,0,52,0,0,39,1,1,1,1,4,3,1
49,50,0,52,0,0,39,1,1,1,1,4,3,1
50,51,0,52,0,0,39,1,1,1,1,4,3,1
51,52,0,52,0,0,39,1,1,1,1,4,3,1
0,1,0,52,0,0,21,1,1,0,1,1,3,0
1,2,0,52,0,0,21,1,1,0,1,1,3,0
2,3,0,52,0,0,21,1,1,0,1,1,3,0
3,4,0,52,0,0,21,1,1,0,1,1,3,0
4,5,0,52,0,0,21,1,1,0,1,1,3,0
5,6,0,52,0,0,21,1,1,0,1,1,3,0
6,7,0,52,0,0,21,1,1,0,1,1,3,0
7,8,0,52,0,0,21,1,1,0,1,1,3,0
8,9,0,52,0,0,21,1,1,0,1,1,3,0
9,10,0,52,0,0,21,1,1,0,1,1,3,0
10,11,0,52,0,0,21,1,1,0,1,1,3,0
11,12,0,52,0,0,21,1,1,0,1,1,3,0
12,13,0,52,0,0,21,1,1,0,1,1,3,0
13,14,0,52,0,0,21,1,1,0,1,1,3,0
14,15,0,52,0,0,21,1,1,0,1,1,3,0
15,16,0,52,0,0,21,1,1,0,1,1,3,0
16,17,0,52,0,0,21,1,1,0,1,1,3,0
17,18,0,52,0,0,21,1,1,0,1,1,3,0
18,19,0,52,0,0,21,1,1,0,1,1,3,0
19,20,0,52,0,0,21,1,1,0,1,1,3,0
20,21,0,52,0,0,21,1,1,0,1,1,3,0
21,22,0,52,0,0,21,1,1,0,1,1,3,0
22,23,0,52,0,0,21,1,1,0,1,1,3,0
23,24,0,52,0,0,21,1,1,0,1,1,3,0
24,25,0,52,0,0,21,1,1,0,1,1,3,0
25,26,0,52,0,0,21,1,1,0,1,1,3,0
26,27,0,52,0,0,21,1,1,0,1,1,3,0
27,28,0,52,0,0,21,1,1,0,1,1,3,0
28,29,0,52,0,0,21,1,1,0,1,1,3,1
29,30,0,52,0,0,21,1,1,0,1,1,3,1
30,31,0,52,0,0,21,1,1,0,1,1,3,1
31,32,0,52,0,0,21,1,1,0,1,1,3,1
32,33,0,52,0,0,21,1,1,0,1,1,3,1
33,34,0,52,0,0,21,1,1,0,1,1,3,0
34,35,0,52,0,0,21,1,1,0,1,1,3,0
35,36,0,52,0,0,21,1,1,0,1,1,3,0
36,37,0,52,0,0,21,1,1,0,1,1,3,0
37,38,0,52,0,0,21,1,1,0,1,1,3,0
